asset_id,company_name,ticker,exchange,mic,country,currency,isin,source_phase,source_row_hash,route_from_38q,official_review_status,official_registry_candidate,official_registry_name,filing_route_type,filing_identifier_required,filing_identifier_present,filing_identifier_value,identifier_confidence,jurisdiction_code,jurisdiction_review_priority,official_filings_fetch_status,official_filings_data_status,real_filings_downloaded,real_fundamentals_present,normalized_fundamentals_present,requires_future_official_execution,requires_identifier_resolution,no_network_fetch,no_scraping,no_api_call,no_scoring,no_ranking,no_recommendation,no_phase9c,created_at_utc,phase,contract_version,notes
U37366,ESP0,A441,BME,XMAD,ES,EUR,,v2.38Q-europe-fundamentals-route-foundation,e0cc2aafbf1c6e936b37f206107ffcc8b100417e7274a9931c0c1be2898cfd51,FUNDAMENTALS_ROUTE_READY_FOR_OFFICIAL_FILINGS_REVIEW,OFFICIAL_FILINGS_IDENTIFIER_RESOLUTION_REQUIRED,cnmv_issuer_filings,CNMV,official_registry_review,ISIN,false,,NONE,ES,1,NOT_REQUESTED_OFFLINE_PHASE,NO_REAL_FILINGS_OFFICIAL_EXECUTION_REQUIRED,false,false,false,true,true,true,true,true,true,true,true,true,2026-09-04T16:17:34Z,v2.38S-europe-official-filings-review,europe_official_filings_review_contract_v1,Official filing route prepared only; identifier resolution is required before any collection.
U37367,ESP0,472,BME,XMAD,ES,EUR,,v2.38Q-europe-fundamentals-route-foundation,a4e398bdef77da498f7ebfe0f5791fc41f17747482c8c7596cd5ac7623d1d9f9,FUNDAMENTALS_ROUTE_READY_FOR_OFFICIAL_FILINGS_REVIEW,OFFICIAL_FILINGS_IDENTIFIER_RESOLUTION_REQUIRED,cnmv_issuer_filings,CNMV,official_registry_review,ISIN,false,,NONE,ES,2,NOT_REQUESTED_OFFLINE_PHASE,NO_REAL_FILINGS_OFFICIAL_EXECUTION_REQUIRED,false,false,false,true,true,true,true,true,true,true,true,true,2026-09-04T16:17:34Z,v2.38S-europe-official-filings-review,europe_official_filings_review_contract_v1,Official filing route prepared only; identifier resolution is required before any collection.
U37368,ESP0,AI3A,BME,XMAD,ES,EUR,,v2.38Q-europe-fundamentals-route-foundation,67ea5a2f5ff4beb6494b0faa41161224739877c3fb92fcf22488c0928e32ea88,FUNDAMENTALS_ROUTE_READY_FOR_OFFICIAL_FILINGS_REVIEW,OFFICIAL_FILINGS_IDENTIFIER_RESOLUTION_REQUIRED,cnmv_issuer_filings,CNMV,official_registry_review,ISIN,false,,NONE,ES,3,NOT_REQUESTED_OFFLINE_PHASE,NO_REAL_FILINGS_OFFICIAL_EXECUTION_REQUIRED,false,false,false,true,true,true,true,true,true,true,true,true,2026-09-04T16:17:34Z,v2.38S-europe-official-filings-review,europe_official_filings_review_contract_v1,Official filing route prepared only; identifier resolution is required before any collection.
U37369,ESP0,BOY,BME,XMAD,ES,EUR,,v2.38Q-europe-fundamentals-route-foundation,9efe9a734dfac4c86abe690110088d964bd297cc53f92278dbc3fba04ec33e98,FUNDAMENTALS_ROUTE_READY_FOR_OFFICIAL_FILINGS_REVIEW,OFFICIAL_FILINGS_IDENTIFIER_RESOLUTION_REQUIRED,cnmv_issuer_filings,CNMV,official_registry_review,ISIN,false,,NONE,ES,4,NOT_REQUESTED_OFFLINE_PHASE,NO_REAL_FILINGS_OFFICIAL_EXECUTION_REQUIRED,false,false,false,true,true,true,true,true,true,true,true,true,2026-09-04T16:17:34Z,v2.38S-europe-official-filings-review,europe_official_filings_review_contract_v1,Official filing route prepared only; identifier resolution is required before any collection.
U37370,ESP0,BDSB,BME,XMAD,ES,EUR,,v2.38Q-europe-fundamentals-route-foundation,48a70ca96acdc839d948e16671dfe914682bbcb2e0cb0e3242749de77095b4c7,FUNDAMENTALS_ROUTE_READY_FOR_OFFICIAL_FILINGS_REVIEW,OFFICIAL_FILINGS_IDENTIFIER_RESOLUTION_REQUIRED,cnmv_issuer_filings,CNMV,official_registry_review,ISIN,false,,NONE,ES,5,NOT_REQUESTED_OFFLINE_PHASE,NO_REAL_FILINGS_OFFICIAL_EXECUTION_REQUIRED,false,false,false,true,true,true,true,true,true,true,true,true,2026-09-04T16:17:34Z,v2.38S-europe-official-filings-review,europe_official_filings_review_contract_v1,Official filing route prepared only; identifier resolution is required before any collection.
U37371,ESP0,BSD2,BME,XMAD,ES,EUR,,v2.38Q-europe-fundamentals-route-foundation,eb1c9e343153074b32309563c7098c7aebebc8cdda8ca0068b4f3f3057afcc1d,FUNDAMENTALS_ROUTE_READY_FOR_OFFICIAL_FILINGS_REVIEW,OFFICIAL_FILINGS_IDENTIFIER_RESOLUTION_REQUIRED,cnmv_issuer_filings,CNMV,official_registry_review,ISIN,false,,NONE,ES,6,NOT_REQUESTED_OFFLINE_PHASE,NO_REAL_FILINGS_OFFICIAL_EXECUTION_REQUIRED,false,false,false,true,true,true,true,true,true,true,true,true,2026-09-04T16:17:34Z,v2.38S-europe-official-filings-review,europe_official_filings_review_contract_v1,Official filing route prepared only; identifier resolution is required before any collection.
U37372,ESP0,IDA,BME,XMAD,ES,EUR,,v2.38Q-europe-fundamentals-route-foundation,8daac85d658626b945e932521f4af256a67a6c377058ba2557e398813a8c7a6e,FUNDAMENTALS_ROUTE_READY_FOR_OFFICIAL_FILINGS_REVIEW,OFFICIAL_FILINGS_IDENTIFIER_RESOLUTION_REQUIRED,cnmv_issuer_filings,CNMV,official_registry_review,ISIN,false,,NONE,ES,7,NOT_REQUESTED_OFFLINE_PHASE,NO_REAL_FILINGS_OFFICIAL_EXECUTION_REQUIRED,false,false,false,true,true,true,true,true,true,true,true,true,2026-09-04T16:17:34Z,v2.38S-europe-official-filings-review,europe_official_filings_review_contract_v1,Official filing route prepared only; identifier resolution is required before any collection.
U37373,ESP0,ENA,BME,XMAD,ES,EUR,,v2.38Q-europe-fundamentals-route-foundation,a7d5f4ccc4c8e0ca86fe83c9e36cb6a34096267fdd10d26288e648f1b5330fad,FUNDAMENTALS_ROUTE_READY_FOR_OFFICIAL_FILINGS_REVIEW,OFFICIAL_FILINGS_IDENTIFIER_RESOLUTION_REQUIRED,cnmv_issuer_filings,CNMV,official_registry_review,ISIN,false,,NONE,ES,8,NOT_REQUESTED_OFFLINE_PHASE,NO_REAL_FILINGS_OFFICIAL_EXECUTION_REQUIRED,false,false,false,true,true,true,true,true,true,true,true,true,2026-09-04T16:17:34Z,v2.38S-europe-official-filings-review,europe_official_filings_review_contract_v1,Official filing route prepared only; identifier resolution is required before any collection.
U37374,ESP0,48CA,BME,XMAD,ES,EUR,,v2.38Q-europe-fundamentals-route-foundation,c1a70eb9280b1b52b3bdb78e2de1e611a194c54493a3b860b08f4057a4ce202d,FUNDAMENTALS_ROUTE_READY_FOR_OFFICIAL_FILINGS_REVIEW,OFFICIAL_FILINGS_IDENTIFIER_RESOLUTION_REQUIRED,cnmv_issuer_filings,CNMV,official_registry_review,ISIN,false,,NONE,ES,9,NOT_REQUESTED_OFFLINE_PHASE,NO_REAL_FILINGS_OFFICIAL_EXECUTION_REQUIRED,false,false,false,true,true,true,true,true,true,true,true,true,2026-09-04T16:17:34Z,v2.38S-europe-official-filings-review,europe_official_filings_review_contract_v1,Official filing route prepared only; identifier resolution is required before any collection.
U37375,ESP0,IBE1,BME,XMAD,ES,EUR,,v2.38Q-europe-fundamentals-route-foundation,800e7edeed219c36a1d28ffdc79280ea459352a2615c5b604427fcb7f3ff27a4,FUNDAMENTALS_ROUTE_READY_FOR_OFFICIAL_FILINGS_REVIEW,OFFICIAL_FILINGS_IDENTIFIER_RESOLUTION_REQUIRED,cnmv_issuer_filings,CNMV,official_registry_review,ISIN,false,,NONE,ES,10,NOT_REQUESTED_OFFLINE_PHASE,NO_REAL_FILINGS_OFFICIAL_EXECUTION_REQUIRED,false,false,false,true,true,true,true,true,true,true,true,true,2026-09-04T16:17:34Z,v2.38S-europe-official-filings-review,europe_official_filings_review_contract_v1,Official filing route prepared only; identifier resolution is required before any collection.
U37376,ESP0,IXD1,BME,XMAD,ES,EUR,,v2.38Q-europe-fundamentals-route-foundation,a7e51485d2af411002ca73d489d9b4172a74c9ea82d276118a6b411793bf04ae,FUNDAMENTALS_ROUTE_READY_FOR_OFFICIAL_FILINGS_REVIEW,OFFICIAL_FILINGS_IDENTIFIER_RESOLUTION_REQUIRED,cnmv_issuer_filings,CNMV,official_registry_review,ISIN,false,,NONE,ES,11,NOT_REQUESTED_OFFLINE_PHASE,NO_REAL_FILINGS_OFFICIAL_EXECUTION_REQUIRED,false,false,false,true,true,true,true,true,true,true,true,true,2026-09-04T16:17:34Z,v2.38S-europe-official-filings-review,europe_official_filings_review_contract_v1,Official filing route prepared only; identifier resolution is required before any collection.
U37377,ESP0,RE21,BME,XMAD,ES,EUR,,v2.38Q-europe-fundamentals-route-foundation,d31b9003ae0bbb0a5be6b79af6b750116561306b41d589056a6587239edbd1bb,FUNDAMENTALS_ROUTE_READY_FOR_OFFICIAL_FILINGS_REVIEW,OFFICIAL_FILINGS_IDENTIFIER_RESOLUTION_REQUIRED,cnmv_issuer_filings,CNMV,official_registry_review,ISIN,false,,NONE,ES,12,NOT_REQUESTED_OFFLINE_PHASE,NO_REAL_FILINGS_OFFICIAL_EXECUTION_REQUIRED,false,false,false,true,true,true,true,true,true,true,true,true,2026-09-04T16:17:34Z,v2.38S-europe-official-filings-review,europe_official_filings_review_contract_v1,Official filing route prepared only; identifier resolution is required before any collection.
U37378,ESP0,REP,BME,XMAD,ES,EUR,,v2.38Q-europe-fundamentals-route-foundation,64381e5e7b39fbc0c64f803a085d37379562e30bd4be14a9daf0faa222e534c5,FUNDAMENTALS_ROUTE_READY_FOR_OFFICIAL_FILINGS_REVIEW,OFFICIAL_FILINGS_IDENTIFIER_RESOLUTION_REQUIRED,cnmv_issuer_filings,CNMV,official_registry_review,ISIN,false,,NONE,ES,13,NOT_REQUESTED_OFFLINE_PHASE,NO_REAL_FILINGS_OFFICIAL_EXECUTION_REQUIRED,false,false,false,true,true,true,true,true,true,true,true,true,2026-09-04T16:17:34Z,v2.38S-europe-official-filings-review,europe_official_filings_review_contract_v1,Official filing route prepared only; identifier resolution is required before any collection.
U37379,ESP0,INR,BME,XMAD,ES,EUR,,v2.38Q-europe-fundamentals-route-foundation,bf991f2cbdda275142c984a370436830093d176a6321fee326693a087befefe8,FUNDAMENTALS_ROUTE_READY_FOR_OFFICIAL_FILINGS_REVIEW,OFFICIAL_FILINGS_IDENTIFIER_RESOLUTION_REQUIRED,cnmv_issuer_filings,CNMV,official_registry_review,ISIN,false,,NONE,ES,14,NOT_REQUESTED_OFFLINE_PHASE,NO_REAL_FILINGS_OFFICIAL_EXECUTION_REQUIRED,false,false,false,true,true,true,true,true,true,true,true,true,2026-09-04T16:17:34Z,v2.38S-europe-official-filings-review,europe_official_filings_review_contract_v1,Official filing route prepared only; identifier resolution is required before any collection.
U37380,ESP0,TNE5,BME,XMAD,ES,EUR,,v2.38Q-europe-fundamentals-route-foundation,de1919cdefeb2f2030a29beef024f459f6620dbbdc0845d1f6aeeb6f7eeb040b,FUNDAMENTALS_ROUTE_READY_FOR_OFFICIAL_FILINGS_REVIEW,OFFICIAL_FILINGS_IDENTIFIER_RESOLUTION_REQUIRED,cnmv_issuer_filings,CNMV,official_registry_review,ISIN,false,,NONE,ES,15,NOT_REQUESTED_OFFLINE_PHASE,NO_REAL_FILINGS_OFFICIAL_EXECUTION_REQUIRED,false,false,false,true,true,true,true,true,true,true,true,true,2026-09-04T16:17:34Z,v2.38S-europe-official-filings-review,europe_official_filings_review_contract_v1,Official filing route prepared only; identifier resolution is required before any collection.
U37439,UKI0,GUI,LSE,XLON,GB,GBP,,v2.38Q-europe-fundamentals-route-foundation,c446e76f7f7570847ca9f0377958f667d51c7922135f3fb49753d58eb744985c,FUNDAMENTALS_ROUTE_READY_FOR_OFFICIAL_FILINGS_REVIEW,OFFICIAL_FILINGS_IDENTIFIER_RESOLUTION_REQUIRED,uk_companies_house_filings,UK Companies House,official_registry_review,COMPANY_REGISTRY_ID,false,,NONE,GB,16,NOT_REQUESTED_OFFLINE_PHASE,NO_REAL_FILINGS_OFFICIAL_EXECUTION_REQUIRED,false,false,false,true,true,true,true,true,true,true,true,true,2026-09-04T16:17:34Z,v2.38S-europe-official-filings-review,europe_official_filings_review_contract_v1,Official filing route prepared only; identifier resolution is required before any collection.
U37440,UKI0,BSP,LSE,XLON,GB,GBP,,v2.38Q-europe-fundamentals-route-foundation,287a4cdb77b8a964bc1f3cebbccbc566dc48ae7206b5395bd3b4cdc706bf8f59,FUNDAMENTALS_ROUTE_READY_FOR_OFFICIAL_FILINGS_REVIEW,OFFICIAL_FILINGS_IDENTIFIER_RESOLUTION_REQUIRED,uk_companies_house_filings,UK Companies House,official_registry_review,COMPANY_REGISTRY_ID,false,,NONE,GB,17,NOT_REQUESTED_OFFLINE_PHASE,NO_REAL_FILINGS_OFFICIAL_EXECUTION_REQUIRED,false,false,false,true,true,true,true,true,true,true,true,true,2026-09-04T16:17:34Z,v2.38S-europe-official-filings-review,europe_official_filings_review_contract_v1,Official filing route prepared only; identifier resolution is required before any collection.
U37441,UKI0,BMT,LSE,XLON,GB,GBP,,v2.38Q-europe-fundamentals-route-foundation,323e1009f3c5d37eae5b28a3c0064536f18801e4ff40454f0e386efdfebc9d56,FUNDAMENTALS_ROUTE_READY_FOR_OFFICIAL_FILINGS_REVIEW,OFFICIAL_FILINGS_IDENTIFIER_RESOLUTION_REQUIRED,uk_companies_house_filings,UK Companies House,official_registry_review,COMPANY_REGISTRY_ID,false,,NONE,GB,18,NOT_REQUESTED_OFFLINE_PHASE,NO_REAL_FILINGS_OFFICIAL_EXECUTION_REQUIRED,false,false,false,true,true,true,true,true,true,true,true,true,2026-09-04T16:17:34Z,v2.38S-europe-official-filings-review,europe_official_filings_review_contract_v1,Official filing route prepared only; identifier resolution is required before any collection.
