ticker,name,exchange,country,region,currency,sector,industry,asset_type,is_active,market_cap,price,avg_volume_30d,avg_volume_90d,data_source,last_updated,isin,figi,cusip,ipo_date,shares_outstanding,free_float,primary_listing,adr_flag,otc_flag,etf_flag,fund_flag,preferred_flag,warrant_flag,spac_flag,duplicate_group,dollar_volume_90d,universe_validation_status,universe_validation_date,stage1_status,stage1_primary_reason,stage1_all_reasons,yf_success,yf_error,financial_data_date,quote_type,sector_yf,industry_yf,country_yf,revenue_ttm,operating_margin,fcf_margin,net_debt_to_ebitda,shares_dilution_3y,revenue_growth_1y,gross_margin,net_margin,ebitda,free_cash_flow,total_debt,cash,net_debt,debt_to_equity,current_ratio,interest_coverage,pe_ratio,forward_pe,ev_ebitda,price_sales,fcf_yield,shares_outstanding_fund,float_shares,market_cap_yf,special_case,data_completeness_score,revenue_growth_3y,stage2_status,stage2_primary_reason,stage2_all_reasons,price_change_6m,price_change_12m,relative_strength_6m,drawdown_from_52w_high,business_quality_score,financial_health_score,growth_score,valuation_score,risk_score,moat_proxy_score,momentum_score,liquidity_score,data_quality_score,final_stage3_score,stage3_status,stage3_category,stage3_primary_reason,stage3_all_reasons
CAI,"Caris Life Sciences, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,4661404672.0,16.49,2570080.0,2570080.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,42380619.2,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Biotechnology,United States,907292032.0,0.024430001,0.1124877596191652,-3.043114877385041,,0.788,0.68921995,0.03746,128981000.0,102059248.0,430958016.0,823462016.0,-392504000.0,72.614,7.048,,,44.133327,32.33,5.0286636,0.0223693154534692,282680695.0,103393291.0,4562466304.0,none,92.31,,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,,,,,3.87,5.0,5.0,2.87,0.87,3.13,5.0,8.46,8.46,44.76,REJECTED,🔴 Descartada por scoring,LOW_FINAL_SCORE,LOW_FINAL_SCORE
AMD,"Advanced Micro Devices, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Semiconductors,common_stock,True,760479481856.0,466.38,37466020.0,37466020.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,17473402407.6,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Semiconductors,United States,37454000128.0,0.14396,0.1915249359610404,-1.1407805650040497,,0.378,0.5306,0.13374,7430000128.0,7173374976.0,3871000064.0,12346999808.0,-8475999744.0,6.005,2.725,,163.98996,37.496723,106.468,21.34705,0.0089719630089469,1630600639.0,1621860620.0,799532384256.0,none,92.31,,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,,,,,5.39,5.0,5.0,0.0,0.37,3.78,5.0,10.0,8.46,44.73,REJECTED,🔴 Descartada por scoring,LOW_FINAL_SCORE,LOW_FINAL_SCORE
BMRN,BioMarin Pharmaceutical Inc. - Common Stock,NASDAQ,USA,North America,USD,Healthcare,Biotechnology,common_stock,True,10972756992.0,56.77,2046165.0,2046165.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,116160787.05,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Biotechnology,United States,3242316032.0,0.18004999,0.1416957790251582,-1.240056484809088,,0.028,0.51155996,0.08289,631289024.0,459422496.0,1439601024.0,2222435072.0,-782834048.0,23.174,5.806,,40.683453,8.7489395,16.074,3.3711193,0.0420322639508108,193284438.0,192093806.0,10930234368.0,none,92.31,,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,,,,,4.72,5.0,1.3,4.76,0.68,3.57,5.0,10.0,8.46,44.5,REJECTED,🔴 Descartada por scoring,LOW_FINAL_SCORE,LOW_FINAL_SCORE
BLLN,"BillionToOne, Inc. - Class A common stock",NASDAQ,USA,North America,USD,Healthcare,Diagnostics & Research,common_stock,True,4470301184.0,97.19,533725.0,533725.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,51872732.75,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Diagnostics & Research,United States,354536992.0,0.16454001,0.0471541062772936,-9.139911590396729,,0.838,0.70397,0.07017,43027000.0,16717875.0,144187008.0,537449984.0,-393262976.0,28.517,10.919,,174.87036,91.67961,91.805,12.250776,0.0038490709081024,41442834.0,27518638.0,4343353344.0,none,92.31,,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,,,,,4.65,5.0,5.0,1.08,1.28,3.62,5.0,10.0,8.46,44.17,REJECTED,🔴 Descartada por scoring,LOW_FINAL_SCORE,LOW_FINAL_SCORE
BCPC,Balchem Corporation - Common Stock,NASDAQ,USA,North America,USD,Basic Materials,Specialty Chemicals,common_stock,True,5137882112.0,159.91,202768.0,202768.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,32424630.88,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Basic Materials,Specialty Chemicals,United States,1057350976.0,0.20879,0.1306443017838572,0.4281454088859284,,0.081,0.36275002,0.1495,261222000.0,138136880.0,184714000.0,72873000.0,111841000.0,14.373,2.55,,32.585217,25.972858,19.947,4.82213,0.0270926542223238,32129836.0,31945089.0,5098683904.0,none,92.31,,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,,,,,4.64,4.79,2.18,4.26,0.93,2.98,5.0,6.45,8.46,43.59,REJECTED,🔴 Descartada por scoring,LOW_FINAL_SCORE,LOW_FINAL_SCORE
AMSF,"AMERISAFE, Inc. - Common Stock",NASDAQ,USA,North America,USD,Financial Services,Insurance - Specialty,common_stock,True,592909568.0,31.7,221147.0,221147.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,7010359.899999999,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Financial Services,Insurance - Specialty,United States,324780000.0,0.12684,0.0691906829238253,-1.076692937616467,,0.103,0.28035998,0.14267999,58493000.0,22471750.0,0.0,62979000.0,-62979000.0,,1.924,,12.958847,15.115225,8.986,1.8134792,0.0381535584395686,18703771.0,18321575.0,588981760.0,none,92.31,,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,,,,,3.07,4.84,2.55,7.54,1.14,1.37,5.0,1.32,8.46,43.48,REJECTED,🔴 Descartada por scoring,LOW_FINAL_SCORE,LOW_FINAL_SCORE
BL,"BlackLine, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Application,common_stock,True,1681221888.0,28.66,1262114.0,1262114.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,36172187.24,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Software - Application,United States,716651008.0,0.04329,0.1850585215391199,2.718393191033073,,0.097,0.75376,0.037100002,59686000.0,132622376.0,687321024.0,525071008.0,162250016.0,203.638,1.704,,67.14286,10.091468,30.963,2.3082893,0.0801712873904157,58660917.0,44864456.0,1654237824.0,none,92.31,,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,,,,,4.66,3.02,2.45,4.34,1.55,4.04,5.0,7.21,8.46,42.78,REJECTED,🔴 Descartada por scoring,LOW_FINAL_SCORE,LOW_FINAL_SCORE
AGYS,"Agilysys, Inc. - Common Stock",NASDAQ,USA,North America,USD,Technology,Software - Application,common_stock,True,2493309696.0,88.52,348909.0,348909.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,30885424.68,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Technology,Software - Application,United States,319312000.0,0.14972,0.1534803702961367,-2.245965983427824,,0.117,0.62611,0.121479996,43567000.0,49008124.0,19044000.0,116894000.0,-97850000.0,5.828,1.472,,65.0292,27.949802,55.199,7.8586607,0.019530091937978,28166629.0,26607745.0,2509364736.0,none,92.31,,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,,,,,5.49,3.9,2.78,1.69,0.61,3.99,5.0,6.14,8.46,42.68,REJECTED,🔴 Descartada por scoring,LOW_FINAL_SCORE,LOW_FINAL_SCORE
BIDU,"Baidu, Inc. - American Depositary Shares, each representing 8 ordinary share",NASDAQ,USA,North America,USD,Communication Services,Internet Content & Information,common_stock,True,41395142656.0,121.66,2332326.0,2332326.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,283750781.16,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Communication Services,Internet Content & Information,China,128701997056.0,0.09955,0.0618376167429406,-0.9647248381076292,,-0.012,0.42084998,0.01023,23586000896.0,7958624768.0,94136000512.0,116890001408.0,-22754000896.0,32.2,1.852,,,13.029243,13.77,0.31486762,0.1963924296541079,274750119.0,2126842440.0,40524091392.0,none,92.31,,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,,,,,2.42,4.69,0.63,8.92,1.18,1.78,5.0,10.0,8.46,41.74,REJECTED,🔴 Descartada por scoring,LOW_FINAL_SCORE,LOW_FINAL_SCORE
ATRC,"AtriCure, Inc. - Common Stock",NASDAQ,USA,North America,USD,Healthcare,Medical Instruments & Supplies,common_stock,True,1372370304.0,27.1,749342.0,749342.0,yfinance_clean_market_data_500,2026-06-08,,,,,,,,,,,,,,,,20307168.2,VALIDATED_STAGE0,2026-06-08T08:39:46+00:00,PASSED,,,True,,2026-06-09,EQUITY,Healthcare,Medical Instruments & Supplies,United States,552156992.0,0.0037200002,0.0743635896944324,-4.013462062749958,,0.143,0.75606,-0.00832,17753000.0,41060376.0,74914000.0,146164992.0,-71250992.0,15.236,4.286,,,77.1867,72.762,2.468504,0.0301249625415001,50640970.0,48551017.0,1363001728.0,none,92.31,,PASSED,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,MISSING_SHARES_DILUTION_PROVIDER_LIMITATION,,,,,3.15,5.0,3.22,3.67,1.11,3.12,5.0,4.0,8.46,41.72,REJECTED,🔴 Descartada por scoring,LOW_FINAL_SCORE,LOW_FINAL_SCORE
