asset_id,company_name,ticker,exchange,mic,country,currency,source_phase,source_row_hash,route_from_38q,provider_pilot_status,provider_candidate,provider_query_key,provider_identifier_strategy,provider_batch_id,provider_priority,fundamentals_fetch_status,fundamentals_data_status,fundamentals_real_data_present,fundamentals_placeholder_only,normalized_fundamentals_present,no_network_fetch,no_scoring,no_ranking,no_recommendation,no_phase9c,requires_future_provider_execution,created_at_utc,phase,contract_version,notes
U36865,AST0,XD4,Vienna Stock Exchange,XWBO,AT,EUR,v2.38Q-europe-fundamentals-route-foundation,f1957fa5843e5551e38260fd6e4162da254ce284033ffd2bfcbe1f41dd3a20ae,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_PILOT_READY_FOR_FUTURE_EXECUTION,eodhd_fundamentals,XD4.VI,provider_symbol_from_38q,EU_PROVIDER_PILOT_001,1,NOT_REQUESTED_OFFLINE_PHASE,NO_REAL_DATA_PROVIDER_EXECUTION_REQUIRED,false,true,false,true,true,true,true,true,true,2026-09-04T16:17:34Z,v2.38R-europe-fundamentals-provider-pilot,europe_fundamentals_provider_pilot_contract_v1,Provider execution prepared only; no fundamentals requested or stored in v2.38R.
U36866,AST0,RAW,Vienna Stock Exchange,XWBO,AT,EUR,v2.38Q-europe-fundamentals-route-foundation,ff251c1bc6e629850f39b2ea199fbe02038e086fd6290997391ab2db0c460c8c,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_PILOT_READY_FOR_FUTURE_EXECUTION,eodhd_fundamentals,RAW.VI,provider_symbol_from_38q,EU_PROVIDER_PILOT_001,2,NOT_REQUESTED_OFFLINE_PHASE,NO_REAL_DATA_PROVIDER_EXECUTION_REQUIRED,false,true,false,true,true,true,true,true,true,2026-09-04T16:17:34Z,v2.38R-europe-fundamentals-provider-pilot,europe_fundamentals_provider_pilot_contract_v1,Provider execution prepared only; no fundamentals requested or stored in v2.38R.
U36867,AST0,ABS2,Vienna Stock Exchange,XWBO,AT,EUR,v2.38Q-europe-fundamentals-route-foundation,5e26e9e97c8f6fb3b1306f6152cc95f7238d1c3843837d4d5dce9b9b51a44fec,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_PILOT_READY_FOR_FUTURE_EXECUTION,eodhd_fundamentals,ABS2.VI,provider_symbol_from_38q,EU_PROVIDER_PILOT_001,3,NOT_REQUESTED_OFFLINE_PHASE,NO_REAL_DATA_PROVIDER_EXECUTION_REQUIRED,false,true,false,true,true,true,true,true,true,2026-09-04T16:17:34Z,v2.38R-europe-fundamentals-provider-pilot,europe_fundamentals_provider_pilot_contract_v1,Provider execution prepared only; no fundamentals requested or stored in v2.38R.
U36868,AST0,EBO,Vienna Stock Exchange,XWBO,AT,EUR,v2.38Q-europe-fundamentals-route-foundation,b508e0efeb58961b7658ccb8ee83de36e2985605e7151925c3f2c3e352b1d238,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_PILOT_READY_FOR_FUTURE_EXECUTION,eodhd_fundamentals,EBO.VI,provider_symbol_from_38q,EU_PROVIDER_PILOT_001,4,NOT_REQUESTED_OFFLINE_PHASE,NO_REAL_DATA_PROVIDER_EXECUTION_REQUIRED,false,true,false,true,true,true,true,true,true,2026-09-04T16:17:34Z,v2.38R-europe-fundamentals-provider-pilot,europe_fundamentals_provider_pilot_contract_v1,Provider execution prepared only; no fundamentals requested or stored in v2.38R.
U36869,AST0,AZ2,Vienna Stock Exchange,XWBO,AT,EUR,v2.38Q-europe-fundamentals-route-foundation,44345f38a050692b90a3343b4ae06ca86884da4d4800ea866f90c5ebc68f3d36,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_PILOT_READY_FOR_FUTURE_EXECUTION,eodhd_fundamentals,AZ2.VI,provider_symbol_from_38q,EU_PROVIDER_PILOT_001,5,NOT_REQUESTED_OFFLINE_PHASE,NO_REAL_DATA_PROVIDER_EXECUTION_REQUIRED,false,true,false,true,true,true,true,true,true,2026-09-04T16:17:34Z,v2.38R-europe-fundamentals-provider-pilot,europe_fundamentals_provider_pilot_contract_v1,Provider execution prepared only; no fundamentals requested or stored in v2.38R.
U36870,AST0,OMV,Vienna Stock Exchange,XWBO,AT,EUR,v2.38Q-europe-fundamentals-route-foundation,67a3261dcab1d846a14def76cd90fdf17c287f31e0b07cdcf266bd90c9c0df08,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_PILOT_READY_FOR_FUTURE_EXECUTION,eodhd_fundamentals,OMV.VI,provider_symbol_from_38q,EU_PROVIDER_PILOT_001,6,NOT_REQUESTED_OFFLINE_PHASE,NO_REAL_DATA_PROVIDER_EXECUTION_REQUIRED,false,true,false,true,true,true,true,true,true,2026-09-04T16:17:34Z,v2.38R-europe-fundamentals-provider-pilot,europe_fundamentals_provider_pilot_contract_v1,Provider execution prepared only; no fundamentals requested or stored in v2.38R.
U36871,AST0,OEWA,Vienna Stock Exchange,XWBO,AT,EUR,v2.38Q-europe-fundamentals-route-foundation,93e2658d5d98bde77be3787f94a9fd894b340ad3c8cfc084c7db13c91290a86b,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_PILOT_READY_FOR_FUTURE_EXECUTION,eodhd_fundamentals,OEWA.VI,provider_symbol_from_38q,EU_PROVIDER_PILOT_001,7,NOT_REQUESTED_OFFLINE_PHASE,NO_REAL_DATA_PROVIDER_EXECUTION_REQUIRED,false,true,false,true,true,true,true,true,true,2026-09-04T16:17:34Z,v2.38R-europe-fundamentals-provider-pilot,europe_fundamentals_provider_pilot_contract_v1,Provider execution prepared only; no fundamentals requested or stored in v2.38R.
U36872,AST0,FAA,Vienna Stock Exchange,XWBO,AT,EUR,v2.38Q-europe-fundamentals-route-foundation,b9e3a046ea920b97b2ae736947153d4f4532446e0d585ab9f17564efdcbeeab5,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_PILOT_READY_FOR_FUTURE_EXECUTION,eodhd_fundamentals,FAA.VI,provider_symbol_from_38q,EU_PROVIDER_PILOT_001,8,NOT_REQUESTED_OFFLINE_PHASE,NO_REAL_DATA_PROVIDER_EXECUTION_REQUIRED,false,true,false,true,true,true,true,true,true,2026-09-04T16:17:34Z,v2.38R-europe-fundamentals-provider-pilot,europe_fundamentals_provider_pilot_contract_v1,Provider execution prepared only; no fundamentals requested or stored in v2.38R.
U36873,AST0,UN9,Vienna Stock Exchange,XWBO,AT,EUR,v2.38Q-europe-fundamentals-route-foundation,1de9c7365a4ea0fc260690c674ac2366d1a52afd2835c4de83193bc8486b53c0,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_PILOT_READY_FOR_FUTURE_EXECUTION,eodhd_fundamentals,UN9.VI,provider_symbol_from_38q,EU_PROVIDER_PILOT_001,9,NOT_REQUESTED_OFFLINE_PHASE,NO_REAL_DATA_PROVIDER_EXECUTION_REQUIRED,false,true,false,true,true,true,true,true,true,2026-09-04T16:17:34Z,v2.38R-europe-fundamentals-provider-pilot,europe_fundamentals_provider_pilot_contract_v1,Provider execution prepared only; no fundamentals requested or stored in v2.38R.
U36874,AST0,WIB,Vienna Stock Exchange,XWBO,AT,EUR,v2.38Q-europe-fundamentals-route-foundation,2d4c3d8a130b298b761cc56d13027d5a805813a4f7b271ae67a134bec7848888,FUNDAMENTALS_ROUTE_READY_FOR_PROVIDER_PILOT,PROVIDER_PILOT_READY_FOR_FUTURE_EXECUTION,eodhd_fundamentals,WIB.VI,provider_symbol_from_38q,EU_PROVIDER_PILOT_001,10,NOT_REQUESTED_OFFLINE_PHASE,NO_REAL_DATA_PROVIDER_EXECUTION_REQUIRED,false,true,false,true,true,true,true,true,true,2026-09-04T16:17:34Z,v2.38R-europe-fundamentals-provider-pilot,europe_fundamentals_provider_pilot_contract_v1,Provider execution prepared only; no fundamentals requested or stored in v2.38R.
