check,passed,severity,detail
v2_21c3_status_expected,True,critical,TARGETED_MARKET_OFFICIAL_ENDPOINT_DISCOVERY_COMPLETED_PARTIAL_STRUCTURED_ENDPOINTS_FOUND_REVIEW_REQUIRED
v2_21c3_partial_decision_expected,True,critical,PARTIAL_OR_NO_STRUCTURED_ENDPOINT_COVERAGE_REVIEW_REQUIRED
v2_21c3_approved_for_v2_21c4_false,True,critical,approved_for_v2_21c4=False
v2_21c3_approved_for_v2_21d_false,True,critical,approved_for_v2_21d=False
operational_base_rows_expected,True,critical,operational_rows=42708
operational_base_sha_expected,True,critical,892aaadd2fb87026fa63a935534afe851cbadfb420d48f28b90fd6aedd3f0127
rollback_rows_expected,True,critical,rollback_rows=38287
rollback_sha_expected,True,critical,cf88f95efc0f8c9dd58a1a00dc755db1aca7a713bc799eebc8ce6a0bda5f353f
schema_column_count_expected,True,critical,columns=33
colombia_endpoint_not_ready_confirmed,True,critical,colombia_ready=False
singapore_endpoint_ready_confirmed,True,critical,singapore_ready=True
split_route_approved,True,critical,Singapore can advance separately; Colombia remains pending.
colombia_regulatory_discovery_approved,True,critical,Superfinanciera/SIMEV/RNVE discovery route approved.
global_v2_21c4_not_approved,True,critical,Global Colombia+Singapore extraction remains blocked.
v2_21d_rebuild_blocked,True,critical,v2.21D remains blocked.
candidate_extraction_not_performed,True,critical,candidate_extraction_performed=False
dedup_not_performed,True,critical,dedup_performed=False
expanded_rebuild_not_performed,True,critical,expanded_rebuild_performed=False
canonical_dataset_not_modified,True,critical,canonical_dataset_modified=False
active_canonical_not_replaced,True,critical,active_canonical_replaced=False
pointer_update_not_performed,True,critical,pointer_update_performed=False
scoring_not_authorized,True,critical,scoring_authorized=False
openai_not_called,True,critical,openai_called=False
broker_not_called,True,critical,broker_called=False
full59k_not_launched,True,critical,full59k_universe_launched=False
