check,passed,severity,detail
v2_19j_report_exists,True,critical,outputs\full_universe_source_acquisition\next_provider_route_selection_after_krx_v2_19j.json
v2_19j_status_expected,True,critical,NEXT_PROVIDER_ROUTE_SELECTION_AFTER_KRX_COMPLETED_HKEX_SELECTED_50K_GATE_STILL_BLOCKED_FULL59K_DEPRECATED
selected_route_csv_exists,True,critical,outputs\full_universe_source_acquisition\next_provider_route_selection_after_krx_selected_route_v2_19j.csv
decision_matrix_csv_exists,True,critical,outputs\full_universe_source_acquisition\next_provider_route_selection_after_krx_decision_matrix_v2_19j.csv
selected_route_is_hkex,True,critical,HKEX_HONG_KONG_EXCHANGE
selected_provider_is_hkex,True,critical,HKEX
v2_19j_recommended_next_phase_hkex,True,critical,v2.19K - HKEX Acquisition Plan
active_canonical_rows_expected,True,critical,active_canonical_rows=38287
current_validated_candidate_rows_expected,True,critical,current_candidate_rows=40996
rows_needed_to_50k_expected,True,critical,rows_needed_to_50k=9004
canonical_sha_unchanged,True,critical,active canonical sha unchanged
candidate_sha_unchanged,True,critical,current validated candidate sha unchanged
source_inventory_minimum,True,critical,sources=5
primary_source_present,True,critical,primary_candidate_source present
all_sources_official_scope,True,critical,all planned urls hkex/hkexnews official
raw_artifact_plan_rows_match_sources,True,critical,raw_artifact_plan_rows=5
validation_strategy_present,True,critical,validation_strategy_rows=5
filtering_policy_present,True,critical,filtering_policy_rows=4
risk_register_present,True,warning,risk_register_rows=4
final_50k_gate_still_blocked,True,critical,40996 < 50000
network_not_used_by_plan,True,critical,network_download_performed=False
raw_acquisition_not_performed,True,critical,raw_acquisition_performed=False
candidate_extraction_not_performed,True,critical,candidate_extraction_performed=False
canonical_comparison_not_performed,True,critical,canonical_comparison_performed=False
expanded_rebuild_not_performed,True,critical,expanded_rebuild_candidate_performed=False
scoring_not_recalculated,True,critical,scoring_recalculated=False
openai_not_called,True,critical,openai_called=False
broker_not_called,True,critical,broker_called=False
full59k_not_launched,True,critical,full59k_universe_launched=False
next_phase_hkex_raw_acquisition,True,critical,v2.19L - HKEX Raw Acquisition
