check,passed,severity,detail
operational_identity_baseline_pinned,true,critical,9d33b0e4d7e309889d67e5a6d67c2fdfd4475b0d7cf5bf51ab0b71acb4db4707
metadata_comparison_baseline_pinned,true,critical,01fef82316a458c65d42c08cb993feed9e0cc8178f4f7bf4f08835f169bfa74c
both_baselines_43089,true,critical,43089/43089
provider_buckets_14,true,critical,14
provider_rows_sum_43089,true,critical,43089
lifecycle_fail_closed,true,critical,REJECT_CANDIDATE_KEEP_CURRENT_POINTER
pointer_write_only_final_stage,true,critical,ATOMIC_POINTER_SWAP only
promotion_reserved_v2_26e,true,critical,v2.26E
rollback_reserved_v2_26d,true,critical,v2.26D
deletion_quarantine_defined,true,critical,1 cycle
provenance_requirement_100pct,true,critical,100%
missing_provider_automation_blocked,true,critical,PROVENANCE_HOLD
refresh_not_executed,true,critical,False
candidate_not_created,true,critical,False
operational_pointer_unchanged,true,critical,61ceca33292a20e00f21a1cb34f7c824c50944818111b8c02834a2e7c74eabf4
metadata_baseline_unchanged,true,critical,01fef82316a458c65d42c08cb993feed9e0cc8178f4f7bf4f08835f169bfa74c
scoring_pointer_unchanged,true,critical,c55df8e39dd78f3edbdee26d0e2d63c333aca639
production_scoring_authorized_false,true,critical,False
scoring_promoted_false,true,critical,False
openai_not_called,true,critical,False
broker_not_called,true,critical,False
full59k_deferred,true,critical,DEPRECATED_DEFERRED
