check,passed,severity,detail
canonical_sha_expected,True,critical,9d33b0e4d7e309889d67e5a6d67c2fdfd4475b0d7cf5bf51ab0b71acb4db4707
canonical_sha_unchanged,True,critical,9d33b0e4d7e309889d67e5a6d67c2fdfd4475b0d7cf5bf51ab0b71acb4db4707
canonical_materialized_sha_unchanged,True,critical,72a02a82851c6b6e14a43944e817700010516286defd8f9984991fb4d1ea50d4
row_count_43089,True,critical,canonical=43089;overlay=43089
pointer_unchanged,True,critical,61ceca33292a20e00f21a1cb34f7c824c50944818111b8c02834a2e7c74eabf4
zero_overwrites,True,critical,0
derived_provenance_100pct,True,critical,derived=56002;provenance=56002
control_rows_unchanged,True,critical,0
provider_rows_reconcile,True,critical,43089
zero_rule_conflicts,True,critical,0
coverage_improved,True,critical,56002
