check,passed,severity,detail
classification_review_status_expected,True,critical,RESIDUAL_INSTRUMENT_CLASSIFICATION_REVIEW_COMPLETED_FULL_DATASET_POLICY_OVERLAY_READY_FOR_SCORING_DRY_RUN_DECISION
classification_review_approved_for_scoring_dry_run_decision,True,critical,approved=True
classification_review_not_approved_for_scoring_execution,True,critical,approved_for_scoring_execution=False
pointer_current_dataset_expected,True,critical,outputs\full_universe_source_acquisition\expanded_universe_v2_21h_activated_operational_reference.csv
current_rows_expected,True,critical,current_rows=43089
current_sha_expected,True,critical,9d33b0e4d7e309889d67e5a6d67c2fdfd4475b0d7cf5bf51ab0b71acb4db4707
previous_rows_expected,True,critical,previous_rows=42708
previous_sha_expected,True,critical,892aaadd2fb87026fa63a935534afe851cbadfb420d48f28b90fd6aedd3f0127
rollback_rows_expected,True,critical,rollback_rows=38287
rollback_sha_expected,True,critical,cf88f95efc0f8c9dd58a1a00dc755db1aca7a713bc799eebc8ce6a0bda5f353f
classification_overlay_rows_expected,True,critical,overlay_rows=9857;expected=9857
excluded_rows_expected,True,critical,excluded_rows=9591;expected=9591
scorable_rows_expected,True,critical,scorable_rows=33498;expected=33498
excluded_plus_scorable_equals_current,True,critical,excluded=9591;scorable=33498;current=43089
score_output_created,True,critical,outputs\full_universe_source_acquisition\scoring_dry_run_no_promotion_scores_v2_22d.csv
score_output_rows_expected,True,critical,score_rows=33498
score_values_within_0_100,True,critical,all_scores_between_0_and_100=True
within_quality_floor,True,critical,current_rows=43089;floor=42000
within_quality_ceiling,True,critical,current_rows=43089;ceiling=45000
dry_run_scoring_executed,True,critical,dry_run_scoring_executed=True
production_scoring_not_authorized,True,critical,production_scoring_authorized=False
promotion_not_performed,True,critical,scoring_promoted=False
canonical_dataset_not_modified,True,critical,current_sha_after=9d33b0e4d7e309889d67e5a6d67c2fdfd4475b0d7cf5bf51ab0b71acb4db4707
active_canonical_not_replaced,True,critical,active_canonical_replaced=False
openai_not_called,True,critical,openai_called=False
broker_not_called,True,critical,broker_called=False
full59k_not_launched,True,critical,full59k_universe_launched=False
