candidate_id,market_id,country,country_code,exchange,mic,currency,source_provider,source_id,source_url,symbol,ticker,trading_code,isin,name,instrument_type,instrument_bucket,sector,price,dedup_key,dedup_status,dedup_reason,capacity_status,approved_for_rebuild_input,raw_payload
v2_21c4s_00059,SINGAPORE_SGX,Singapore,SG,SGX,XSES,SGD,sgx_structured_endpoint,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,0.550,0.550,0.550,,B58,stocks,equity_common_or_equity_like,,0.54,SINGAPORE_SGX||0550|b58,accepted_new,not_found_in_operational_base,within_capacity,True,"{""pv"": 0.545, ""lt"": 0.54, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 36.1, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260811"", ""b"": ""0.535"", ""c"": -0.005, ""sv"": 23.5, ""h"": 0.545, ""v_"": """", ""cn"": null, ""l"": 0.535, ""o"": 0.545, ""p_"": """", ""p"": -0.917, ""change_vs_pc"": null, ""s"": ""0.550"", ""nc"": ""B58"", ""cx"": 0.0, ""vl"": 6.6, ""v"": 3566.0}"
v2_21c4s_00060,SINGAPORE_SGX,Singapore,SG,SGX,XSES,SGD,sgx_structured_endpoint,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,0.930,0.930,0.930,,IBKD,adrs,equity_common_or_equity_like,,0.89,SINGAPORE_SGX||0930|ibkd,accepted_new,not_found_in_operational_base,within_capacity,True,"{""pv"": 0.89, ""lt"": 0.89, ""fn"": null, ""trading_time"": ""20260812_083927"", ""dp"": null, ""type"": ""adrs"", ""du"": null, ""bv"": 3.7, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": null, ""b"": ""0.870"", ""c"": 0.0, ""sv"": 6.7, ""h"": 0.89, ""v_"": """", ""cn"": null, ""l"": 0.89, ""o"": 0.89, ""p_"": ""X"", ""p"": 0.0, ""change_vs_pc"": null, ""s"": ""0.930"", ""nc"": ""IBKD"", ""cx"": 0.0, ""vl"": 0.4, ""v"": 356.0}"
v2_21c4s_00061,SINGAPORE_SGX,Singapore,SG,SGX,XSES,SGD,sgx_structured_endpoint,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,0.245,0.245,0.245,,KJ5,stocks,equity_common_or_equity_like,,0.24,SINGAPORE_SGX||0245|kj5,accepted_new,not_found_in_operational_base,within_capacity,True,"{""pv"": 0.24, ""lt"": 0.24, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 2.0, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260811"", ""b"": ""0.240"", ""c"": 0.0, ""sv"": 235.4, ""h"": 0.24, ""v_"": """", ""cn"": null, ""l"": 0.235, ""o"": 0.24, ""p_"": """", ""p"": 0.0, ""change_vs_pc"": null, ""s"": ""0.245"", ""nc"": ""KJ5"", ""cx"": 0.0, ""vl"": 67.7, ""v"": 16208.0}"
v2_21c4s_00062,SINGAPORE_SGX,Singapore,SG,SGX,XSES,SGD,sgx_structured_endpoint,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,1.510,1.510,1.510,,TBDD,adrs,equity_common_or_equity_like,,1.5,SINGAPORE_SGX||1510|tbdd,accepted_new,not_found_in_operational_base,within_capacity,True,"{""pv"": 1.54, ""lt"": 1.5, ""fn"": null, ""trading_time"": ""20260812_090000"", ""dp"": null, ""type"": ""adrs"", ""du"": null, ""bv"": 0.0, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": null, ""b"": """", ""c"": -0.04, ""sv"": 14.0, ""h"": 1.51, ""v_"": """", ""cn"": null, ""l"": 1.5, ""o"": 1.51, ""p_"": ""X"", ""p"": -2.597, ""change_vs_pc"": null, ""s"": ""1.510"", ""nc"": ""TBDD"", ""cx"": 0.0, ""vl"": 30.4, ""v"": 45884.0}"
v2_21c4s_00063,SINGAPORE_SGX,Singapore,SG,SGX,XSES,SGD,sgx_structured_endpoint,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,0.480,0.480,0.480,,BEZ,stocks,equity_common_or_equity_like,,0.475,SINGAPORE_SGX||0480|bez,accepted_new,not_found_in_operational_base,within_capacity,True,"{""pv"": 0.475, ""lt"": 0.475, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 9.6, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260811"", ""b"": ""0.470"", ""c"": 0.0, ""sv"": 80.5, ""h"": 0.475, ""v_"": """", ""cn"": null, ""l"": 0.46, ""o"": 0.475, ""p_"": """", ""p"": 0.0, ""change_vs_pc"": null, ""s"": ""0.480"", ""nc"": ""BEZ"", ""cx"": 0.0, ""vl"": 589.1, ""v"": 276386.5}"
v2_21c4s_00064,SINGAPORE_SGX,Singapore,SG,SGX,XSES,SGD,sgx_structured_endpoint,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,0.087,0.087,0.087,,BQN,stocks,equity_common_or_equity_like,,0.087,SINGAPORE_SGX||0087|bqn,accepted_new,not_found_in_operational_base,within_capacity,True,"{""pv"": 0.087, ""lt"": 0.087, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 12.0, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260803"", ""b"": ""0.076"", ""c"": 0.0, ""sv"": 71.8, ""h"": 0.0, ""v_"": """", ""cn"": null, ""l"": 0.0, ""o"": 0.0, ""p_"": """", ""p"": 0.0, ""change_vs_pc"": null, ""s"": ""0.087"", ""nc"": ""BQN"", ""cx"": 0.0, ""vl"": 0.0, ""v"": 0.0}"
v2_21c4s_00065,SINGAPORE_SGX,Singapore,SG,SGX,XSES,SGD,sgx_structured_endpoint,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,0.450,0.450,0.450,,BMGU,reits,equity_like_reit,,0.46,SINGAPORE_SGX||0450|bmgu,accepted_new,not_found_in_operational_base,within_capacity,True,"{""pv"": 0.46, ""lt"": 0.46, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""reits"", ""du"": null, ""bv"": 10.0, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": null, ""b"": ""0.410"", ""c"": 0.0, ""sv"": 10.0, ""h"": 0.0, ""v_"": """", ""cn"": null, ""l"": 0.0, ""o"": 0.0, ""p_"": ""X"", ""p"": 0.0, ""change_vs_pc"": null, ""s"": ""0.450"", ""nc"": ""BMGU"", ""cx"": 0.0, ""vl"": 0.0, ""v"": 0.0}"
v2_21c4s_00066,SINGAPORE_SGX,Singapore,SG,SGX,XSES,SGD,sgx_structured_endpoint,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,0.975,0.975,0.975,,B28,stocks,equity_common_or_equity_like,,0.965,SINGAPORE_SGX||0975|b28,accepted_new,not_found_in_operational_base,within_capacity,True,"{""pv"": 0.98, ""lt"": 0.965, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 10.3, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260806"", ""b"": ""0.960"", ""c"": -0.015, ""sv"": 5.1, ""h"": 0.965, ""v_"": """", ""cn"": null, ""l"": 0.96, ""o"": 0.965, ""p_"": """", ""p"": -1.531, ""change_vs_pc"": null, ""s"": ""0.975"", ""nc"": ""B28"", ""cx"": 0.0, ""vl"": 37.0, ""v"": 35630.0}"
v2_21c4s_00067,SINGAPORE_SGX,Singapore,SG,SGX,XSES,SGD,sgx_structured_endpoint,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,1.930,1.930,1.930,,F9D,stocks,equity_common_or_equity_like,,1.93,SINGAPORE_SGX||1930|f9d,accepted_new,not_found_in_operational_base,within_capacity,True,"{""pv"": 1.92, ""lt"": 1.93, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 146.2, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260811"", ""b"": ""1.910"", ""c"": 0.01, ""sv"": 24.2, ""h"": 1.93, ""v_"": """", ""cn"": null, ""l"": 1.91, ""o"": 1.92, ""p_"": """", ""p"": 0.521, ""change_vs_pc"": null, ""s"": ""1.930"", ""nc"": ""F9D"", ""cx"": 0.0, ""vl"": 293.1, ""v"": 563056.0}"
v2_21c4s_00068,SINGAPORE_SGX,Singapore,SG,SGX,XSES,SGD,sgx_structured_endpoint,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,4.500,4.500,4.500,,BEC,stocks,equity_common_or_equity_like,,4.48,SINGAPORE_SGX||4500|bec,accepted_new,not_found_in_operational_base,within_capacity,True,"{""pv"": 4.32, ""lt"": 4.48, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 8.5, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260811"", ""b"": ""4.480"", ""c"": 0.16, ""sv"": 4.4, ""h"": 4.53, ""v_"": """", ""cn"": null, ""l"": 4.36, ""o"": 4.36, ""p_"": """", ""p"": 3.704, ""change_vs_pc"": null, ""s"": ""4.500"", ""nc"": ""BEC"", ""cx"": 0.0, ""vl"": 152.5, ""v"": 682242.0}"
v2_21c4s_00069,SINGAPORE_SGX,Singapore,SG,SGX,XSES,SGD,sgx_structured_endpoint,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,0.141,0.141,0.141,,9I7,stocks,equity_common_or_equity_like,,0.132,SINGAPORE_SGX||0141|9i7,accepted_new,not_found_in_operational_base,within_capacity,True,"{""pv"": 0.11, ""lt"": 0.132, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 5.0, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260811"", ""b"": ""0.132"", ""c"": 0.022, ""sv"": 2.0, ""h"": 0.138, ""v_"": """", ""cn"": null, ""l"": 0.112, ""o"": 0.112, ""p_"": """", ""p"": 20.0, ""change_vs_pc"": null, ""s"": ""0.141"", ""nc"": ""9I7"", ""cx"": 0.0, ""vl"": 392.8, ""v"": 47077.4}"
v2_21c4s_00070,SINGAPORE_SGX,Singapore,SG,SGX,XSES,SGD,sgx_structured_endpoint,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,4.530,4.530,4.530,,B61,stocks,equity_common_or_equity_like,,4.53,SINGAPORE_SGX||4530|b61,accepted_new,not_found_in_operational_base,within_capacity,True,"{""pv"": 4.53, ""lt"": 4.53, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 8.9, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260811"", ""b"": ""4.520"", ""c"": 0.0, ""sv"": 0.1, ""h"": 4.56, ""v_"": """", ""cn"": null, ""l"": 4.51, ""o"": 4.54, ""p_"": """", ""p"": 0.0, ""change_vs_pc"": null, ""s"": ""4.530"", ""nc"": ""B61"", ""cx"": 0.0, ""vl"": 102.8, ""v"": 466048.0}"
v2_21c4s_00071,SINGAPORE_SGX,Singapore,SG,SGX,XSES,SGD,sgx_structured_endpoint,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,1.830,1.830,1.830,,P8Z,stocks,equity_common_or_equity_like,,1.82,SINGAPORE_SGX||1830|p8z,accepted_new,not_found_in_operational_base,within_capacity,True,"{""pv"": 1.84, ""lt"": 1.82, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 15.4, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260811"", ""b"": ""1.810"", ""c"": -0.02, ""sv"": 8.0, ""h"": 1.84, ""v_"": """", ""cn"": null, ""l"": 1.79, ""o"": 1.84, ""p_"": """", ""p"": -1.087, ""change_vs_pc"": null, ""s"": ""1.830"", ""nc"": ""P8Z"", ""cx"": 0.0, ""vl"": 1057.3, ""v"": 1924911.0}"
v2_21c4s_00072,SINGAPORE_SGX,Singapore,SG,SGX,XSES,SGD,sgx_structured_endpoint,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,1.480,1.480,1.480,,HYDD,adrs,equity_common_or_equity_like,,1.46,SINGAPORE_SGX||1480|hydd,accepted_new,not_found_in_operational_base,within_capacity,True,"{""pv"": 1.5, ""lt"": 1.46, ""fn"": null, ""trading_time"": ""20260812_090232"", ""dp"": null, ""type"": ""adrs"", ""du"": null, ""bv"": 4.4, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": null, ""b"": ""1.460"", ""c"": -0.04, ""sv"": 14.2, ""h"": 1.5, ""v_"": """", ""cn"": null, ""l"": 1.46, ""o"": 1.5, ""p_"": ""X"", ""p"": -2.667, ""change_vs_pc"": null, ""s"": ""1.480"", ""nc"": ""HYDD"", ""cx"": 0.0, ""vl"": 109.4, ""v"": 159868.0}"
v2_21c4s_00073,SINGAPORE_SGX,Singapore,SG,SGX,XSES,SGD,sgx_structured_endpoint,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,0.070,0.070,0.070,,BAC,stocks,equity_common_or_equity_like,,0.069,SINGAPORE_SGX||0070|bac,accepted_new,not_found_in_operational_base,within_capacity,True,"{""pv"": 0.069, ""lt"": 0.069, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 50.0, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260721"", ""b"": ""0.026"", ""c"": 0.0, ""sv"": 38.2, ""h"": 0.0, ""v_"": """", ""cn"": null, ""l"": 0.0, ""o"": 0.0, ""p_"": """", ""p"": 0.0, ""change_vs_pc"": null, ""s"": ""0.070"", ""nc"": ""BAC"", ""cx"": 0.0, ""vl"": 0.0, ""v"": 0.0}"
v2_21c4s_00074,SINGAPORE_SGX,Singapore,SG,SGX,XSES,SGD,sgx_structured_endpoint,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,2.730,2.730,2.730,,9CI,stocks,equity_common_or_equity_like,,2.73,SINGAPORE_SGX||2730|9ci,accepted_new,not_found_in_operational_base,within_capacity,True,"{""pv"": 2.72, ""lt"": 2.73, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""stocks"", ""du"": null, ""bv"": 328.1, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": ""20260811"", ""b"": ""2.720"", ""c"": 0.01, ""sv"": 206.9, ""h"": 2.74, ""v_"": """", ""cn"": null, ""l"": 2.7, ""o"": 2.72, ""p_"": """", ""p"": 0.368, ""change_vs_pc"": null, ""s"": ""2.730"", ""nc"": ""9CI"", ""cx"": 0.0, ""vl"": 8533.4, ""v"": 23248026.0}"
v2_21c4s_00075,SINGAPORE_SGX,Singapore,SG,SGX,XSES,SGD,sgx_structured_endpoint,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,2.490,2.490,2.490,,A17U,reits,equity_like_reit,,2.49,SINGAPORE_SGX||2490|a17u,accepted_new,not_found_in_operational_base,within_capacity,True,"{""pv"": 2.51, ""lt"": 2.49, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""reits"", ""du"": null, ""bv"": 3957.3, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": null, ""b"": ""2.480"", ""c"": -0.02, ""sv"": 483.2, ""h"": 2.51, ""v_"": """", ""cn"": null, ""l"": 2.48, ""o"": 2.51, ""p_"": ""X"", ""p"": -0.797, ""change_vs_pc"": null, ""s"": ""2.490"", ""nc"": ""A17U"", ""cx"": 0.0, ""vl"": 18185.8, ""v"": 45327984.0}"
v2_21c4s_00076,SINGAPORE_SGX,Singapore,SG,SGX,XSES,SGD,sgx_structured_endpoint,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,0.865,0.865,0.865,,HMN,businesstrusts,equity_like_trust,,0.86,SINGAPORE_SGX||0865|hmn,accepted_new,not_found_in_operational_base,within_capacity,True,"{""pv"": 0.86, ""lt"": 0.86, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""businesstrusts"", ""du"": null, ""bv"": 6492.5, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": null, ""b"": ""0.860"", ""c"": 0.0, ""sv"": 3151.2, ""h"": 0.865, ""v_"": """", ""cn"": null, ""l"": 0.86, ""o"": 0.865, ""p_"": ""X"", ""p"": 0.0, ""change_vs_pc"": null, ""s"": ""0.865"", ""nc"": ""HMN"", ""cx"": 0.0, ""vl"": 4500.8, ""v"": 3876436.0}"
v2_21c4s_00077,SINGAPORE_SGX,Singapore,SG,SGX,XSES,SGD,sgx_structured_endpoint,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,0.680,0.680,0.680,,AU8U,reits,equity_like_reit,,0.675,SINGAPORE_SGX||0680|au8u,accepted_new,not_found_in_operational_base,within_capacity,True,"{""pv"": 0.675, ""lt"": 0.675, ""fn"": null, ""trading_time"": ""20260812_091600"", ""dp"": null, ""type"": ""reits"", ""du"": null, ""bv"": 809.1, ""dpc"": null, ""iiv"": null, ""iopv"": 0.0, ""ed"": null, ""change_vs_pc_percentage"": null, ""ptd"": null, ""b"": ""0.670"", ""c"": 0.0, ""sv"": 677.8, ""h"": 0.68, ""v_"": """", ""cn"": null, ""l"": 0.675, ""o"": 0.675, ""p_"": ""X"", ""p"": 0.0, ""change_vs_pc"": null, ""s"": ""0.680"", ""nc"": ""AU8U"", ""cx"": 0.0, ""vl"": 1783.3, ""v"": 1206806.5}"
