source_id,priority,source_name,source_url,expected_format,source_role,planned_action,inclusion_scope,expected_noise,risk_level,notes
nse_all_reports_cm_mii_security_file_nse_listed,1,CM - MII - Security File (.gz) (NSE Listed securities),https://www.nseindia.com/all-reports,csv.gz,primary_bulk_candidate_source,download raw .gz only in v2.17C; preserve raw artifact; no parsing in acquisition phase,NSE listed capital market securities; later filter to ordinary/listed equity candidates only,medium,medium,Main NSE route. File naming appears date-stamped as NSE_CM_security_ddmmyyyy.csv.gz. v2.17C should capture exact downloaded filename and date.
nse_all_reports_cm_mii_security_file_nse_and_bse_exclusive,2,CM - MII - Security File (.gz) (NSE Listed and BSE Exclusive securities),https://www.nseindia.com/all-reports,csv.gz,secondary_bulk_candidate_source_review,download raw .gz only in v2.17C if available; mark BSE-exclusive rows for review/exclusion until policy is explicit,review only; avoid silently importing BSE-exclusive as NSE-listed,medium_high,medium_high,Useful for coverage comparison but must not blur NSE route with BSE-exclusive universe.
nse_securities_available_equity_segment,3,Securities available for Equity segment (.csv),https://www.nseindia.com/static/market-data/securities-available-for-trading,csv,cross_check_and_candidate_source,download raw csv only in v2.17C; use later to confirm tradable equity segment and compare against security file,equity segment securities; later filter out ETF/REIT/INVIT/IDR/preference/partly-paid if present,medium,medium,Important cross-check because NSE page separates multiple non-common-equity categories.
nse_securities_available_sme,4,Securities available for trading in SME (.csv),https://www.nseindia.com/static/market-data/securities-available-for-trading,csv,review_candidate_source,download raw csv only in v2.17C; classify SME equity separately for later review,SME ordinary equity candidates may be allowed only after validation,medium,medium,Potentially useful for listed equities but should remain review bucket before canonical impact.
nse_changes_company_names,5,Changes in Company Names (.csv),https://www.nseindia.com/static/market-data/securities-available-for-trading,csv,reference_only,"download raw csv only in v2.17C; use later as supporting metadata, not as candidate source",reference only,low,low,Useful to reconcile canonical name differences and avoid false duplicates.
nse_changes_symbols,6,Changes in Symbols (.csv),https://www.nseindia.com/static/market-data/securities-available-for-trading,csv,reference_only,"download raw csv only in v2.17C; use later as supporting metadata, not as candidate source",reference only,low,low,Useful to reconcile symbol changes before duplicate checks.
nse_idrs,7,Indian Depository Receipts (IDRs) (.csv),https://www.nseindia.com/static/market-data/securities-available-for-trading,csv,explicit_exclusion_reference,download raw csv only in v2.17C if tiny/available; use as exclusion list,exclude from ordinary equity candidate additions,low,low,Depository receipts are not ordinary local equity rows for this route.
nse_preference_shares,8,Preference Shares (.csv),https://www.nseindia.com/static/market-data/securities-available-for-trading,csv,explicit_exclusion_reference,download raw csv only in v2.17C if available; use as exclusion list,exclude or manual review only,low,low,Preference shares should not be mixed with common/ordinary equity candidates.
nse_warrants,9,Warrants (.csv),https://www.nseindia.com/static/market-data/securities-available-for-trading,csv,explicit_exclusion_reference,download raw csv only in v2.17C if available; use as exclusion list,exclude,low,low,Warrants are derivative-like/security rights instruments and must not enter equity candidate additions.
nse_etfs,10,Securities available for trading in ETF (.csv),https://www.nseindia.com/static/market-data/securities-available-for-trading,csv,explicit_exclusion_reference,download raw csv only in v2.17C; use as exclusion list,exclude,low,low,ETFs are excluded from the ordinary equity universe.
nse_close_ended_mf,11,Close Ended MF Schemes (Listed) (.csv),https://www.nseindia.com/static/market-data/securities-available-for-trading,csv,explicit_exclusion_reference,download raw csv only in v2.17C if available; use as exclusion list,exclude,low,low,Mutual fund schemes are excluded.
nse_reits,12,Units available for REITs (.csv),https://www.nseindia.com/static/market-data/securities-available-for-trading,csv,explicit_exclusion_reference,download raw csv only in v2.17C if available; use as exclusion list,exclude,low,low,REIT units are excluded from ordinary equity candidate additions.
nse_invits,13,Units available for INVITs (.csv),https://www.nseindia.com/static/market-data/securities-available-for-trading,csv,explicit_exclusion_reference,download raw csv only in v2.17C if available; use as exclusion list,exclude,low,low,Infrastructure investment trust units are excluded.
nse_debt_instruments,14,Debt Instruments (.csv),https://www.nseindia.com/static/market-data/securities-available-for-trading,csv,explicit_exclusion_reference,do not prioritize due size/noise; download only if needed as exclusion evidence,exclude,high,medium,Debt file is explicitly not an equity candidate source.
