check,passed,severity,detail
freeze_status_expected,True,critical,SCORING_PROMOTION_FREEZE_DECISION_COMPLETED_DRY_RUN_FROZEN_NOT_PROMOTED
freeze_critical_failed_checks_zero,True,critical,critical_failed_checks=0
pointer_current_dataset_expected,True,critical,outputs\full_universe_source_acquisition\expanded_universe_v2_21h_activated_operational_reference.csv
current_rows_expected,True,critical,current_rows=43089
current_sha_expected,True,critical,9d33b0e4d7e309889d67e5a6d67c2fdfd4475b0d7cf5bf51ab0b71acb4db4707
scoring_rows_expected,True,critical,scoring_rows=33498
scoring_sha_expected,True,critical,a93d48e4bdead6ca8e378a9949cf056c4970e9c1f6a2e8963d7ddbb170e358d1
expected_untracked_targets_present,True,critical,present=6;expected=6
tracked_modifications_absent,True,critical,tracked_modifications=[]
unexpected_untracked_absent_before_outputs,True,critical,unexpected_untracked=[]
auto_add_not_recommended,True,critical,auto_add_recommended=0
defer_recommendations_expected,True,critical,defer_recommended=6
manual_review_required_zero,True,critical,manual_review_required=0
canonical_dataset_not_modified,True,critical,current_sha_after=9d33b0e4d7e309889d67e5a6d67c2fdfd4475b0d7cf5bf51ab0b71acb4db4707
scoring_output_not_modified,True,critical,scoring_sha_after=a93d48e4bdead6ca8e378a9949cf056c4970e9c1f6a2e8963d7ddbb170e358d1
openai_not_called,True,critical,openai_called=False
broker_not_called,True,critical,broker_called=False
full59k_not_launched,True,critical,full59k_universe_launched=False
