candidate_id,provider,market,exchange,source_id,source_role,raw_symbol,symbol,name,short_name,english_name,industry,listing_date,isin,security_type,country,currency,candidate_bucket,confidence_bucket,crosscheck_status,crosscheck_source_id,crosscheck_name,crosscheck_fields_available,review_required,review_reason,raw_row_index,raw_json
TWSE_TWSE_1101,TWSE,Taiwan,TWSE,twse_ssl_repair_twse_listed_company_profile,primary_twse_candidate_source,1101,1101,臺灣水泥股份有限公司,台泥,TCC,01,19620209,,新台幣 10.0000元,Taiwan,TWD,twse_listed_company_profile_equity_candidate,high,matched_stock_day_all,twse_ssl_repair_twse_stock_day_all,台泥,11,False,,1,"{""上市日期"": ""19620209"", ""代理發言人"": ""賴家柔"", ""住址"": ""台北市中山北路2段113號"", ""傳真機號碼"": ""(02)2531-6529"", ""公司代號"": ""1101"", ""公司名稱"": ""臺灣水泥股份有限公司"", ""公司簡稱"": ""台泥"", ""出表日期"": ""1150810"", ""外國企業註冊地國"": ""－ "", ""實收資本額"": ""77231817420"", ""已發行普通股數或TDR原股發行股數"": ""7523181742"", ""成立日期"": ""19501229"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""營利事業統一編號"": ""11913502"", ""特別股"": ""200000000"", ""產業別"": ""01"", ""發言人"": ""葉毓君"", ""發言人職稱"": ""永續長"", ""私募股數"": ""0"", ""簽證會計師1"": ""翁雅玲"", ""簽證會計師2"": ""邵志明"", ""簽證會計師事務所"": ""勤業眾信聯合會計師事務所"", ""網址"": ""https://www.tccgroupholdings.com/tw/"", ""編制財務報表類型"": ""1"", ""總機電話"": ""(02)2531-7099"", ""總經理"": ""程耀輝"", ""股票過戶機構"": ""中國信託商業銀行代理部"", ""英文簡稱"": ""TCC"", ""英文通訊地址"": ""No.113, Sec.2, Zhongshan N. Rd.,Taipei City 104,Taiwan (R.O.C.)"", ""董事長"": ""張安平"", ""過戶地址"": ""台北市重慶南路一段83號5樓"", ""過戶電話"": ""66365566"", ""電子郵件信箱"": ""finance@taiwancement.com""}"
TWSE_TWSE_1102,TWSE,Taiwan,TWSE,twse_ssl_repair_twse_listed_company_profile,primary_twse_candidate_source,1102,1102,亞洲水泥股份有限公司,亞泥,ACC,01,19620608,,新台幣 10.0000元,Taiwan,TWD,twse_listed_company_profile_equity_candidate,high,matched_stock_day_all,twse_ssl_repair_twse_stock_day_all,亞泥,11,False,,2,"{""上市日期"": ""19620608"", ""代理發言人"": ""楊淯玲"", ""住址"": ""台北市大安區敦化南路2段207號30、31樓"", ""傳真機號碼"": ""02-2736-6263"", ""公司代號"": ""1102"", ""公司名稱"": ""亞洲水泥股份有限公司"", ""公司簡稱"": ""亞泥"", ""出表日期"": ""1150810"", ""外國企業註冊地國"": ""－ "", ""實收資本額"": ""35465628810"", ""已發行普通股數或TDR原股發行股數"": ""3546562881"", ""成立日期"": ""19570321"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""營利事業統一編號"": ""03244509"", ""特別股"": ""0"", ""產業別"": ""01"", ""發言人"": ""王照宇"", ""發言人職稱"": ""協理"", ""私募股數"": ""0"", ""簽證會計師1"": ""劉紋伶"", ""簽證會計師2"": ""陳培德"", ""簽證會計師事務所"": ""勤業眾信聯合會計師事務所"", ""網址"": ""www.acc.com.tw"", ""編制財務報表類型"": ""1"", ""總機電話"": ""02-2733-8000"", ""總經理"": ""李坤炎"", ""股票過戶機構"": ""亞東證券股份有限公司"", ""英文簡稱"": ""ACC"", ""英文通訊地址"": ""30-31F., No.207, Sec. 2, Dunhua S. Rd., Da' an Dist., Taipei City 106, TaiwanTAIPEI,TAIWAN,R.O.C"", ""董事長"": ""徐旭東"", ""過戶地址"": ""新北市板橋區新站路16號13樓"", ""過戶電話"": ""02-7753-1699"", ""電子郵件信箱"": ""service@acc.com.tw""}"
TWSE_TWSE_1103,TWSE,Taiwan,TWSE,twse_ssl_repair_twse_listed_company_profile,primary_twse_candidate_source,1103,1103,嘉新水泥股份有限公司,嘉泥,CHC,01,19691114,,新台幣 10.0000元,Taiwan,TWD,twse_listed_company_profile_equity_candidate,high,matched_stock_day_all,twse_ssl_repair_twse_stock_day_all,嘉泥,11,False,,3,"{""上市日期"": ""19691114"", ""代理發言人"": ""馮文裕"", ""住址"": ""台北市中山北路二段96號"", ""傳真機號碼"": ""(02)2511-4002"", ""公司代號"": ""1103"", ""公司名稱"": ""嘉新水泥股份有限公司"", ""公司簡稱"": ""嘉泥"", ""出表日期"": ""1150810"", ""外國企業註冊地國"": ""－ "", ""實收資本額"": ""8328745530"", ""已發行普通股數或TDR原股發行股數"": ""832874553"", ""成立日期"": ""19541213"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""營利事業統一編號"": ""11892801"", ""特別股"": ""0"", ""產業別"": ""01"", ""發言人"": ""金哲毅"", ""發言人職稱"": ""董事會秘書室協理"", ""私募股數"": ""0"", ""簽證會計師1"": ""陳薔旬"", ""簽證會計師2"": ""梁盛泰"", ""簽證會計師事務所"": ""勤業眾信聯合會計師事務所"", ""網址"": ""www.chcgroup.com.tw"", ""編制財務報表類型"": ""1"", ""總機電話"": ""(02)2551-5211"", ""總經理"": ""王立心"", ""股票過戶機構"": ""群益金鼎證券股份有限公司股代部"", ""英文簡稱"": ""CHC"", ""英文通訊地址"": ""No.96, Sec. 2, Zhongshan N. Rd., Zhongshan Dist.Taipei City 10449, Taiwan (R.O.C.)"", ""董事長"": ""張剛綸"", ""過戶地址"": ""台北市敦化南路2段97號地下2樓"", ""過戶電話"": ""(02)2702-3999"", ""電子郵件信箱"": ""ir@chcgroup.com.tw""}"
TWSE_TWSE_1104,TWSE,Taiwan,TWSE,twse_ssl_repair_twse_listed_company_profile,primary_twse_candidate_source,1104,1104,環球水泥股份有限公司,環泥,UCC,01,19710201,,新台幣 10.0000元,Taiwan,TWD,twse_listed_company_profile_equity_candidate,high,matched_stock_day_all,twse_ssl_repair_twse_stock_day_all,環泥,11,False,,4,"{""上市日期"": ""19710201"", ""代理發言人"": ""高琮堯"", ""住址"": ""台北市南京東路二段125號10樓"", ""傳真機號碼"": ""02-25075870"", ""公司代號"": ""1104"", ""公司名稱"": ""環球水泥股份有限公司"", ""公司簡稱"": ""環泥"", ""出表日期"": ""1150810"", ""外國企業註冊地國"": ""－ "", ""實收資本額"": ""6866818160"", ""已發行普通股數或TDR原股發行股數"": ""686681816"", ""成立日期"": ""19600321"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""營利事業統一編號"": ""07568009"", ""特別股"": ""0"", ""產業別"": ""01"", ""發言人"": ""楊宗仁"", ""發言人職稱"": ""副總經理"", ""私募股數"": ""0"", ""簽證會計師1"": ""李季珍"", ""簽證會計師2"": ""廖鴻儒"", ""簽證會計師事務所"": ""勤業眾信聯合會計師事務所"", ""網址"": ""www.ucctw.com"", ""編制財務報表類型"": ""1"", ""總機電話"": ""02-25077801"", ""總經理"": ""侯智元"", ""股票過戶機構"": ""永豐金證券股份有限公司"", ""英文簡稱"": ""UCC"", ""英文通訊地址"": ""10th F., 125 Nanking E.Rd Sec. 2,Taipei Taiwan"", ""董事長"": ""侯博義"", ""過戶地址"": ""台北市博愛路17號3樓"", ""過戶電話"": ""02-23816288"", ""電子郵件信箱"": ""ucc@ucctw.com""}"
TWSE_TWSE_1108,TWSE,Taiwan,TWSE,twse_ssl_repair_twse_listed_company_profile,primary_twse_candidate_source,1108,1108,幸福水泥股份有限公司,幸福,LUCKY CEMENT,01,19900606,,新台幣 10.0000元,Taiwan,TWD,twse_listed_company_profile_equity_candidate,high,matched_stock_day_all,twse_ssl_repair_twse_stock_day_all,幸福,11,False,,5,"{""上市日期"": ""19900606"", ""代理發言人"": ""陳一誠"", ""住址"": ""台北市松江路237號15樓"", ""傳真機號碼"": ""25048672"", ""公司代號"": ""1108"", ""公司名稱"": ""幸福水泥股份有限公司"", ""公司簡稱"": ""幸福"", ""出表日期"": ""1150810"", ""外國企業註冊地國"": ""－ "", ""實收資本額"": ""4047380490"", ""已發行普通股數或TDR原股發行股數"": ""404738049"", ""成立日期"": ""19740507"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""營利事業統一編號"": ""40601248"", ""特別股"": ""0"", ""產業別"": ""01"", ""發言人"": ""溫秀菊"", ""發言人職稱"": ""財務部經理"", ""私募股數"": ""0"", ""簽證會計師1"": ""陳招美"", ""簽證會計師2"": ""陳薔旬"", ""簽證會計師事務所"": ""勤業眾信聯合會計師事務所"", ""網址"": ""www.luckygrp.com.tw"", ""編制財務報表類型"": ""1"", ""總機電話"": ""25092188"", ""總經理"": ""陳明賢"", ""股票過戶機構"": ""永豐金證券股務代理"", ""英文簡稱"": ""LUCKY CEMENT"", ""英文通訊地址"": ""15TH FL.,NO.237,SUNG KIANG RD.,TAIPEI,TAIWAN,R.O.C."", ""董事長"": ""陳韻如"", ""過戶地址"": ""台北市中正區博愛路17號3樓"", ""過戶電話"": ""2381-6288"", ""電子郵件信箱"": ""wendy@luckygrp.com.tw""}"
TWSE_TWSE_1109,TWSE,Taiwan,TWSE,twse_ssl_repair_twse_listed_company_profile,primary_twse_candidate_source,1109,1109,信大水泥股份有限公司,信大,HsingTa,01,19911205,,新台幣 10.0000元,Taiwan,TWD,twse_listed_company_profile_equity_candidate,high,matched_stock_day_all,twse_ssl_repair_twse_stock_day_all,信大,11,False,,6,"{""上市日期"": ""19911205"", ""代理發言人"": ""蔡素秋"", ""住址"": ""台北市寶慶路37號7樓"", ""傳真機號碼"": ""23314086"", ""公司代號"": ""1109"", ""公司名稱"": ""信大水泥股份有限公司"", ""公司簡稱"": ""信大"", ""出表日期"": ""1150810"", ""外國企業註冊地國"": ""－ "", ""實收資本額"": ""3411588680"", ""已發行普通股數或TDR原股發行股數"": ""341158868"", ""成立日期"": ""19640315"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""營利事業統一編號"": ""03279507"", ""特別股"": ""0"", ""產業別"": ""01"", ""發言人"": ""張清壽"", ""發言人職稱"": ""資深協理"", ""私募股數"": ""0"", ""簽證會計師1"": ""余正富"", ""簽證會計師2"": ""支秉鈞"", ""簽證會計師事務所"": ""資誠聯合會計師事務所"", ""網址"": ""www.hsingta.com.tw"", ""編制財務報表類型"": ""1"", ""總機電話"": ""(02)23816731"", ""總經理"": ""楊大寬"", ""股票過戶機構"": ""中國信託商業銀行代理部"", ""英文簡稱"": ""HsingTa"", ""英文通訊地址"": ""No. 37, 7F, Baoqing Rd.,Taipei City 100, Taiwan (R.O.C.)"", ""董事長"": ""楊智雄"", ""過戶地址"": ""台北巿重慶南路一段83號5樓"", ""過戶電話"": ""(02)6636-5566"", ""電子郵件信箱"": ""service@hsingta.com.tw""}"
TWSE_TWSE_1110,TWSE,Taiwan,TWSE,twse_ssl_repair_twse_listed_company_profile,primary_twse_candidate_source,1110,1110,東南水泥股份有限公司,東泥,SE CEMENT,01,19941022,,新台幣 10.0000元,Taiwan,TWD,twse_listed_company_profile_equity_candidate,high,matched_stock_day_all,twse_ssl_repair_twse_stock_day_all,東泥,11,False,,7,"{""上市日期"": ""19941022"", ""代理發言人"": ""唐榮宗"", ""住址"": ""高雄市前金區五福三路21號4樓之1"", ""傳真機號碼"": ""07-9505895"", ""公司代號"": ""1110"", ""公司名稱"": ""東南水泥股份有限公司"", ""公司簡稱"": ""東泥"", ""出表日期"": ""1150810"", ""外國企業註冊地國"": ""－ "", ""實收資本額"": ""5720007970"", ""已發行普通股數或TDR原股發行股數"": ""572000797"", ""成立日期"": ""19561228"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""營利事業統一編號"": ""83078600"", ""特別股"": ""0"", ""產業別"": ""01"", ""發言人"": ""黃薪翰"", ""發言人職稱"": ""財務部副總經理"", ""私募股數"": ""0"", ""簽證會計師1"": ""黃致富"", ""簽證會計師2"": ""黃鈴雯"", ""簽證會計師事務所"": ""國富浩華聯合會計師事務所"", ""網址"": ""www.southeastcement.com.tw"", ""編制財務報表類型"": ""1"", ""總機電話"": ""07-2711121"", ""總經理"": ""吳炎輝"", ""股票過戶機構"": ""元大證券股份有限公司"", ""英文簡稱"": ""SE CEMENT"", ""英文通訊地址"": ""NO.21 Wu Fu 3 RoadKaohsiung, Taiwan, R.O.C."", ""董事長"": ""陳敏斷"", ""過戶地址"": ""臺北市大安區敦化南路2段67號地下一樓"", ""過戶電話"": ""02-25865859"", ""電子郵件信箱"": ""southeast@secement.com""}"
TWSE_TWSE_1201,TWSE,Taiwan,TWSE,twse_ssl_repair_twse_listed_company_profile,primary_twse_candidate_source,1201,1201,味全食品工業股份有限公司,味全,WEI CHUAN,02,19620209,,新台幣 10.0000元,Taiwan,TWD,twse_listed_company_profile_equity_candidate,high,matched_stock_day_all,twse_ssl_repair_twse_stock_day_all,味全,11,False,,8,"{""上市日期"": ""19620209"", ""代理發言人"": ""待補"", ""住址"": ""台北市松江路125號"", ""傳真機號碼"": ""(02)25063182"", ""公司代號"": ""1201"", ""公司名稱"": ""味全食品工業股份有限公司"", ""公司簡稱"": ""味全"", ""出表日期"": ""1150810"", ""外國企業註冊地國"": ""－ "", ""實收資本額"": ""5060629140"", ""已發行普通股數或TDR原股發行股數"": ""506062914"", ""成立日期"": ""19530922"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""營利事業統一編號"": ""11347802"", ""特別股"": ""0"", ""產業別"": ""02"", ""發言人"": ""李文學"", ""發言人職稱"": ""財務長"", ""私募股數"": ""0"", ""簽證會計師1"": ""黃世鈞"", ""簽證會計師2"": ""葉翠苗"", ""簽證會計師事務所"": ""資誠聯合會計師事務所"", ""網址"": ""https://www.weichuan.com.tw"", ""編制財務報表類型"": ""1"", ""總機電話"": ""(02)25065020"", ""總經理"": ""滕以勇"", ""股票過戶機構"": ""元大證券股務代理部"", ""英文簡稱"": ""WEI CHUAN"", ""英文通訊地址"": ""10F., No.125, Sung Chiang Rd.Taipei, Taiwan, R.O.C."", ""董事長"": ""徐文芳"", ""過戶地址"": ""臺北市大安區敦化南路2段67號地下一樓"", ""過戶電話"": ""(02)25865859"", ""電子郵件信箱"": ""service@weichuan.com.tw""}"
TWSE_TWSE_1203,TWSE,Taiwan,TWSE,twse_ssl_repair_twse_listed_company_profile,primary_twse_candidate_source,1203,1203,味王股份有限公司,味王,VE WONG,02,19640824,,新台幣 10.0000元,Taiwan,TWD,twse_listed_company_profile_equity_candidate,high,matched_stock_day_all,twse_ssl_repair_twse_stock_day_all,味王,11,False,,9,"{""上市日期"": ""19640824"", ""代理發言人"": ""李兆弘"", ""住址"": ""台北市中山北路二段79號5樓"", ""傳真機號碼"": ""(02)25811006"", ""公司代號"": ""1203"", ""公司名稱"": ""味王股份有限公司"", ""公司簡稱"": ""味王"", ""出表日期"": ""1150810"", ""外國企業註冊地國"": ""－ "", ""實收資本額"": ""2400000000"", ""已發行普通股數或TDR原股發行股數"": ""240000000"", ""成立日期"": ""19590704"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""營利事業統一編號"": ""07067309"", ""特別股"": ""0"", ""產業別"": ""02"", ""發言人"": ""魏璟雄"", ""發言人職稱"": ""協理"", ""私募股數"": ""0"", ""簽證會計師1"": ""溫明郁"", ""簽證會計師2"": ""張卉諭"", ""簽證會計師事務所"": ""大中國際聯合會計師事務所"", ""網址"": ""https://www.vewong.com/"", ""編制財務報表類型"": ""1"", ""總機電話"": ""(02)25717271"", ""總經理"": ""陳恭平"", ""股票過戶機構"": ""群益金鼎證券股份有限公司"", ""英文簡稱"": ""VE WONG"", ""英文通訊地址"": ""5TH FL., 79 CHUNG SHAN N. RD., SEC.2TAIPEI TAIWAN"", ""董事長"": ""陳清福"", ""過戶地址"": ""台北市敦化南路二段97號地下2樓"", ""過戶電話"": ""27023999"", ""電子郵件信箱"": ""wei@vewong.com.tw""}"
TWSE_TWSE_1210,TWSE,Taiwan,TWSE,twse_ssl_repair_twse_listed_company_profile,primary_twse_candidate_source,1210,1210,大成長城企業股份有限公司,大成,GREATWALL,02,19780520,,新台幣 10.0000元,Taiwan,TWD,twse_listed_company_profile_equity_candidate,high,matched_stock_day_all,twse_ssl_repair_twse_stock_day_all,大成,11,False,,10,"{""上市日期"": ""19780520"", ""代理發言人"": ""許博涵"", ""住址"": ""台南市永康區蔦松二街三號"", ""傳真機號碼"": ""06-2534596"", ""公司代號"": ""1210"", ""公司名稱"": ""大成長城企業股份有限公司"", ""公司簡稱"": ""大成"", ""出表日期"": ""1150810"", ""外國企業註冊地國"": ""－ "", ""實收資本額"": ""8947672220"", ""已發行普通股數或TDR原股發行股數"": ""894767222"", ""成立日期"": ""19601228"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""營利事業統一編號"": ""73008303"", ""特別股"": ""0"", ""產業別"": ""02"", ""發言人"": ""夏銜譽"", ""發言人職稱"": ""副總經理"", ""私募股數"": ""0"", ""簽證會計師1"": ""李逢暉"", ""簽證會計師2"": ""蔡佩汝"", ""簽證會計師事務所"": ""安侯建業會計師事務所"", ""網址"": ""http://www.dachan.com"", ""編制財務報表類型"": ""1"", ""總機電話"": ""06-2531111"", ""總經理"": ""韓芳豪"", ""股票過戶機構"": ""中國信託商業銀行代理部"", ""英文簡稱"": ""GREATWALL"", ""英文通訊地址"": ""3 NIAOSUN 2TH STREETYONGKONG TAINAN CONTY TAIWAN"", ""董事長"": ""韓家宇"", ""過戶地址"": ""台北市重慶南路一段八十三號六樓"", ""過戶電話"": ""02-66365566"", ""電子郵件信箱"": ""ir@ms.greatwall.com.tw""}"
