check,passed,severity,detail
v2_19q_report_exists,True,critical,outputs\full_universe_source_acquisition\hkex_expanded_validation_v2_19q.json
v2_19q_status_expected,True,critical,HKEX_EXPANDED_VALIDATION_COMPLETED_41392_ROWS_VALIDATED_CLOSURE_READY_50K_GATE_STILL_BLOCKED_FULL59K_DEPRECATED
active_canonical_rows_expected,True,critical,active_canonical_rows=38287
current_candidate_rows_expected,True,critical,current_candidate_rows=40996
hkex_expanded_rows_expected,True,critical,hkex_expanded_rows=41392
hkex_net_new_rows_expected,True,critical,rows_added_by_hkex=396
rows_needed_after_hkex_expected,True,critical,rows_needed_after_hkex=8608
final_50k_gate_still_blocked,True,critical,BLOCKED
active_canonical_sha_expected,True,critical,cf88f95efc0f8c9dd58a1a00dc755db1aca7a713bc799eebc8ce6a0bda5f353f
current_candidate_sha_expected,True,critical,05047f03058c6d3d200b70f5f6e28e313dd9a98018b8ac44ea449989773c3aa2
hkex_expanded_candidate_sha_expected,True,critical,3f864f1fc0196d9ec3b9ed1b2e8fa3f11c6a109933e0c07c212dc8e89d8b571c
active_canonical_sha_unchanged,True,critical,active canonical sha unchanged
current_candidate_sha_unchanged,True,critical,current candidate sha unchanged
hkex_expanded_sha_unchanged,True,critical,HKEX expanded candidate sha unchanged
phase_2_19_hkex_reports_available,True,critical,v2.19N/O/P/Q reports available
closure_report_only,True,critical,closure report only
candidate_extraction_not_performed,True,critical,candidate_extraction_performed=False
candidate_validation_not_performed,True,critical,candidate_validation_against_canonical_performed=False
expanded_rebuild_not_performed,True,critical,expanded_rebuild_candidate_performed=False
expanded_validation_not_performed,True,critical,expanded_validation_performed=False
canonical_dataset_not_modified,True,critical,canonical_dataset_modified=False
current_candidate_dataset_not_modified,True,critical,current_candidate_dataset_modified=False
active_canonical_not_replaced,True,critical,active_canonical_replaced=False
scoring_not_recalculated,True,critical,scoring_recalculated=False
openai_not_called,True,critical,openai_called=False
broker_not_called,True,critical,broker_called=False
full59k_not_launched,True,critical,full59k_universe_launched=False
