market_id,source_id,url,candidate_type,priority,reason
COLOMBIA_BVC,BVC_LISTADO_EMISORES_MERCADO_LOCAL_PAGE,https://www.bvc.com.co/listado-de-emisores-mercado-local,official_web_page,high,BVC menu path discovered in prior raw HTML for local market issuer list.
COLOMBIA_BVC,BVC_LISTADO_EMISORES_MERCADO_GLOBAL_PAGE,https://www.bvc.com.co/listado-de-emisores-mercado-global,official_web_page,medium,BVC menu path discovered in prior raw HTML for global Colombian market issuer list.
COLOMBIA_BVC,BVC_MERCADO_LOCAL_RENTA_VARIABLE_PAGE,https://www.bvc.com.co/mercado-local-en-linea?tab=renta-variable_mercado-local,official_web_page,medium,BVC local equity market online page candidate.
COLOMBIA_BVC,BVC_ACCIONES_PAGE,https://www.bvc.com.co/acciones,official_web_page,medium,BVC official equities product page candidate.
SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_MINIMAL,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Ccn%2Cs%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Cdp%2Cdpc%2Ctrading_time,official_domain_json_endpoint_candidate,high,Candidate JSON endpoint under api.sgx.com used by SGX securities pages; must be validated before use.
SINGAPORE_SGX,SGX_SECURITIES_V1_1_JSON_EXTENDED,https://api.sgx.com/securities/v1.1?excludetypes=bonds&params=nc%2Cadjusted-vwap%2Cb%2Cbv%2Cp%2Cc%2Cchange_vs_pc%2Cchange_vs_pc_percentage%2Ccx%2Ccn%2Cdp%2Cdpc%2Cdu%2Ced%2Cfn%2Ch%2Ciiv%2Ciopv%2Clt%2Cl%2Co%2Cp_%2Cpv%2Cptd%2Cs%2Csv%2Ctrading_time%2Cv_%2Cv%2Cvl%2Cvwap%2Cvwap-currency,official_domain_json_endpoint_candidate,high,Extended securities JSON endpoint candidate.
SINGAPORE_SGX,SGX_SECURITIES_PRICES_PAGE,https://www.sgx.com/stock-exchange/securities-prices?code=stocks,official_web_page,medium,Official SGX securities prices page; may reference structured API endpoints.
SINGAPORE_SGX,SGX_CORPORATE_INFORMATION_PAGE,https://www.sgx.com/securities/corporate-information?pagesize=100,official_web_page,medium,Official SGX corporate information page; may reference structured API endpoints.
COLOMBIA_BVC,DISCOVERED__mercado_local_en_linea_2,https://www.bvc.com.co/mercado-local-en-linea?tab=renta-variable_mercado-global-colombiano,discovered_official_url_from_raw,discovered,Discovered from previously captured official raw HTML/JSON.
COLOMBIA_BVC,DISCOVERED__mercados_productos_y_servicios_renta_variable_4,https://www.bvc.com.co/mercados/productos-y-servicios/renta-variable,discovered_official_url_from_raw,discovered,Discovered from previously captured official raw HTML/JSON.
COLOMBIA_BVC,DISCOVERED__renta_variable_descripcion_general_5,https://www.bvc.com.co/renta-variable-descripcion-general,discovered_official_url_from_raw,discovered,Discovered from previously captured official raw HTML/JSON.
COLOMBIA_BVC,DISCOVERED__derivados_de_renta_variable_7,https://www.bvc.com.co/derivados-de-renta-variable,discovered_official_url_from_raw,discovered,Discovered from previously captured official raw HTML/JSON.
COLOMBIA_BVC,DISCOVERED__renta_variable_8,https://www.bvc.com.co/renta-variable,discovered_official_url_from_raw,discovered,Discovered from previously captured official raw HTML/JSON.
COLOMBIA_BVC,DISCOVERED__mercados_post_negociacion_servicios_a_emisores_9,https://www.bvc.com.co/mercados/post-negociacion/servicios-a-emisores,discovered_official_url_from_raw,discovered,Discovered from previously captured official raw HTML/JSON.
COLOMBIA_BVC,DISCOVERED__administracion_de_acciones_10,https://www.bvc.com.co/administracion-de-acciones,discovered_official_url_from_raw,discovered,Discovered from previously captured official raw HTML/JSON.
COLOMBIA_BVC,DISCOVERED__ser_un_emisor_11,https://www.bvc.com.co/ser-un-emisor,discovered_official_url_from_raw,discovered,Discovered from previously captured official raw HTML/JSON.
COLOMBIA_BVC,DISCOVERED__se_un_emisor_de_renta_fija_12,https://www.bvc.com.co/se-un-emisor-de-renta-fija,discovered_official_url_from_raw,discovered,Discovered from previously captured official raw HTML/JSON.
COLOMBIA_BVC,DISCOVERED__se_un_emisor_de_renta_variable_13,https://www.bvc.com.co/se-un-emisor-de-renta-variable,discovered_official_url_from_raw,discovered,Discovered from previously captured official raw HTML/JSON.
COLOMBIA_BVC,DISCOVERED__comite_de_emisores_14,https://www.bvc.com.co/comite-de-emisores,discovered_official_url_from_raw,discovered,Discovered from previously captured official raw HTML/JSON.
COLOMBIA_BVC,DISCOVERED__resultados_e_informacion_sobre_emisores_15,https://www.bvc.com.co/resultados-e-informacion-sobre-emisores,discovered_official_url_from_raw,discovered,Discovered from previously captured official raw HTML/JSON.
COLOMBIA_BVC,DISCOVERED__emisores_con_reconocimiento_ir_16,https://www.bvc.com.co/emisores-con-reconocimiento-ir,discovered_official_url_from_raw,discovered,Discovered from previously captured official raw HTML/JSON.
