metric,value
selected_route,Close v2.23 calibration block and hand off to metadata gap audit
phase_type,calibration-closure-report
closure_decision,V2_23_CLOSED_PRODUCTION_SCORING_DEFERRED
closed_phase_range,v2.23A-v2.23F
current_dataset,outputs\full_universe_source_acquisition\expanded_universe_v2_21h_activated_operational_reference.csv
current_dataset_rows,43089
current_dataset_sha,9d33b0e4d7e309889d67e5a6d67c2fdfd4475b0d7cf5bf51ab0b71acb4db4707
legacy_dry_run_scoring_output,outputs\full_universe_source_acquisition\scoring_dry_run_no_promotion_scores_v2_22d.csv
legacy_dry_run_scoring_output_rows,33498
legacy_dry_run_scoring_output_sha,a93d48e4bdead6ca8e378a9949cf056c4970e9c1f6a2e8963d7ddbb170e358d1
redesigned_scoring_output,outputs\full_universe_source_acquisition\scoring_formula_redesign_dry_run_scores_v2_23d.csv
redesigned_scoring_output_rows,33498
redesigned_scoring_output_sha,096ab26fc05bf9f37d80d99ea934f41be12126b10295e506180bb5eb8ebb7edb
v23a_completed,True
v23b_completed,True
v23c_completed,True
v23d_completed,True
v23e_completed,True
v23_completed_phases,5
phase_rollup_rows,5
remaining_blockers,5
handoff_rows,4
freeze_decision,FREEZE_REDESIGNED_DRY_RUN_AS_NON_PROMOTED_REFERENCE
promotion_approved,False
production_scoring_authorized,False
scoring_promoted,False
canonical_dataset_modified,False
active_pointer_modified,False
legacy_score_output_modified,False
redesigned_score_output_modified,False
manual_labels_created,False
attractiveness_score_available,False
attractiveness_score_invented,False
metadata_backfill_executed,False
openai_authorized,False
openai_called,False
broker_authorized,False
broker_called,False
full59k,DEPRECATED_DEFERRED
gitignore_modified,False
git_info_exclude_modified,False
critical_failed_checks,0
warning_failed_checks,0
recommended_next_phase,v2.24A - Metadata Gap Audit
secondary_next_phase,v2.24B - Country / MIC / Currency Backfill Plan
