check,passed,severity,detail
dry_run_status_expected,True,critical,METADATA_IMPROVEMENT_DRY_RUN_COMPLETED_NO_PROMOTION
dry_run_critical_failed_checks_zero,True,critical,0
canonical_contract_sha_expected,True,critical,9d33b0e4d7e309889d67e5a6d67c2fdfd4475b0d7cf5bf51ab0b71acb4db4707
row_count_43089,True,critical,canonical=43089;overlay=43089
row_identity_exact,True,critical,0
overlay_originals_match_canonical,True,critical,0
zero_overwrites,True,critical,0
derived_cells_expected,True,critical,56002
derived_provenance_100pct,True,critical,derived=56002;missing_provenance=0
promoted_header_exact,True,critical,columns=33
promoted_rows_43089,True,critical,43089
only_metadata_fields_changed,True,critical,0
promoted_changes_match_overlay,True,critical,56002
canonical_file_unchanged,True,critical,72a02a82851c6b6e14a43944e817700010516286defd8f9984991fb4d1ea50d4
canonical_contract_unchanged,True,critical,9d33b0e4d7e309889d67e5a6d67c2fdfd4475b0d7cf5bf51ab0b71acb4db4707
active_pointer_unchanged,True,critical,61ceca33292a20e00f21a1cb34f7c824c50944818111b8c02834a2e7c74eabf4
