source_id,provider,raw_row_index,raw_symbol,raw_name,exclusion_reason,exclusion_bucket,raw_json
twse_ssl_repair_twse_listed_company_profile,TWSE,104,1506,正道工業股份有限公司,excluded_instrument_keyword,fund_etf_etn_bond_warrant_or_non_common_equity,"{""上市日期"": ""19800811"", ""代理發言人"": ""黃俊達"", ""住址"": ""台南市仁德區大甲里中正西路1015號"", ""傳真機號碼"": ""06-266 4374"", ""公司代號"": ""1506"", ""公司名稱"": ""正道工業股份有限公司"", ""公司簡稱"": ""正道"", ""出表日期"": ""1150810"", ""外國企業註冊地國"": ""－ "", ""實收資本額"": ""3003885010"", ""已發行普通股數或TDR原股發行股數"": ""300388501"", ""成立日期"": ""19650313"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""營利事業統一編號"": ""68193807"", ""特別股"": ""0"", ""產業別"": ""05"", ""發言人"": ""暫缺待補"", ""發言人職稱"": ""暫缺待補"", ""私募股數"": ""166000000"", ""簽證會計師1"": ""李季珍"", ""簽證會計師2"": ""吳長駿"", ""簽證會計師事務所"": ""勤業眾信聯合會計師事務所"", ""網址"": ""http://www.rightway.com.tw"", ""編制財務報表類型"": ""1"", ""總機電話"": ""06-266 4101"", ""總經理"": ""鄭平山"", ""股票過戶機構"": ""元大證券股份有限公司"", ""英文簡稱"": ""RIGHT WAY"", ""英文通訊地址"": ""No. 1015, ZHONGZHENG W. RD., RENDE DIST.,TAINAN CITY,TAIWAN R.O.C."", ""董事長"": ""謝麗雲"", ""過戶地址"": ""臺北市大安區敦化南路2段67號地下一樓"", ""過戶電話"": ""02-2586 5859"", ""電子郵件信箱"": ""Don.Huang@rightway.tw""}"
twse_ssl_repair_twse_listed_company_profile,TWSE,486,2883,凱基金融控股股份有限公司,excluded_instrument_keyword,fund_etf_etn_bond_warrant_or_non_common_equity,"{""上市日期"": ""20011228"", ""代理發言人"": ""盛嘉珍(第1順位)趙珮君(第2順位)"", ""住址"": ""台北市松山區敦化北路135號8、12、13及18樓"", ""傳真機號碼"": ""02-27660047"", ""公司代號"": ""2883"", ""公司名稱"": ""凱基金融控股股份有限公司"", ""公司簡稱"": ""凱基金"", ""出表日期"": ""1150810"", ""外國企業註冊地國"": ""－ "", ""實收資本額"": ""185569894140"", ""已發行普通股數或TDR原股發行股數"": ""16974847040"", ""成立日期"": ""20011228"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""營利事業統一編號"": ""70827383"", ""特別股"": ""1582142374"", ""產業別"": ""17"", ""發言人"": ""黃碧玲"", ""發言人職稱"": ""資深副總經理"", ""私募股數"": ""0"", ""簽證會計師1"": ""吳怡君"", ""簽證會計師2"": ""柯志賢"", ""簽證會計師事務所"": ""勤業眾信聯合會計師事務所"", ""網址"": ""www.kgi.com"", ""編制財務報表類型"": ""1"", ""總機電話"": ""02-27638800"", ""總經理"": ""楊文鈞"", ""股票過戶機構"": ""凱基證券股份有限公司股務代理部"", ""英文簡稱"": ""KGI Financial"", ""英文通訊地址"": ""8, 12, 13, & 18F, No.135, Dunhua N. Rd, Songshan Dist,Taipei City 10549, Taiwan (R.O.C.)"", ""董事長"": ""王銘陽"", ""過戶地址"": ""台北市重慶南路一段2號5樓"", ""過戶電話"": ""02-23892999"", ""電子郵件信箱"": ""ir@kgi.com""}"
twse_ssl_repair_twse_listed_company_profile,TWSE,536,3031,佰鴻工業股份有限公司,excluded_instrument_keyword,fund_etf_etn_bond_warrant_or_non_common_equity,"{""上市日期"": ""20020826"", ""代理發言人"": ""林美蓮"", ""住址"": ""新北市板橋區和平路19~25號3樓"", ""傳真機號碼"": ""(02)29547006"", ""公司代號"": ""3031"", ""公司名稱"": ""佰鴻工業股份有限公司"", ""公司簡稱"": ""佰鴻"", ""出表日期"": ""1150810"", ""外國企業註冊地國"": ""－ "", ""實收資本額"": ""1732032240"", ""已發行普通股數或TDR原股發行股數"": ""173203224"", ""成立日期"": ""19810601"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""營利事業統一編號"": ""34452164"", ""特別股"": ""0"", ""產業別"": ""26"", ""發言人"": ""廖心蓓"", ""發言人職稱"": ""處長"", ""私募股數"": ""0"", ""簽證會計師1"": ""寇惠植"", ""簽證會計師2"": ""郭欣頤"", ""簽證會計師事務所"": ""安侯建業聯合會計師事務所"", ""網址"": ""www.brtled.com"", ""編制財務報表類型"": ""1"", ""總機電話"": ""(02)29591090"", ""總經理"": ""廖宗仁"", ""股票過戶機構"": ""中國信託商業銀行代理部"", ""英文簡稱"": ""BRIGHT　"", ""英文通訊地址"": ""3F., No.19, Heping Rd.,Banqiao Dist., New Taipei City, Taiwan"", ""董事長"": ""廖宗仁"", ""過戶地址"": ""台北市重慶南路一段83號5樓"", ""過戶電話"": ""(02)66365566"", ""電子郵件信箱"": ""alyssa.liao@brtled.com""}"
twse_ssl_repair_twse_listed_company_profile,TWSE,743,5244,弘凱光電股份有限公司,excluded_instrument_keyword,fund_etf_etn_bond_warrant_or_non_common_equity,"{""上市日期"": ""20220119"", ""代理發言人"": ""邱炎璋"", ""住址"": ""桃園市桃園區汴洲里春日路1492之1號7樓"", ""傳真機號碼"": ""(03)357-9116"", ""公司代號"": ""5244"", ""公司名稱"": ""弘凱光電股份有限公司"", ""公司簡稱"": ""弘凱"", ""出表日期"": ""1150810"", ""外國企業註冊地國"": ""－ "", ""實收資本額"": ""682418990"", ""已發行普通股數或TDR原股發行股數"": ""68241899"", ""成立日期"": ""20050824"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""營利事業統一編號"": ""27877550"", ""特別股"": ""0"", ""產業別"": ""26"", ""發言人"": ""曾智宏"", ""發言人職稱"": ""總經理"", ""私募股數"": ""0"", ""簽證會計師1"": ""林孟賢"", ""簽證會計師2"": ""謝勝安"", ""簽證會計師事務所"": ""安永聯合會計師事務所"", ""網址"": ""www.brightek.com"", ""編制財務報表類型"": ""1"", ""總機電話"": ""(03)357-9118"", ""總經理"": ""曾智宏"", ""股票過戶機構"": ""宏遠證券股份有限公司"", ""英文簡稱"": ""BRIGHTEK"", ""英文通訊地址"": ""7F., NO.1492, Chunri Rd., Taoyuan City,Taoyuan County 33051 , Taiwan  R.O.C."", ""董事長"": ""黃建中"", ""過戶地址"": ""台北市大安區信義路四段236號3樓"", ""過戶電話"": ""(02)2326-8818"", ""電子郵件信箱"": ""IR@brightek.com""}"
twse_ssl_repair_twse_listed_company_profile,TWSE,813,6216,居易科技股份有限公司,depositary_receipt_or_industry_91,depositary_receipt_not_common_equity,"{""上市日期"": ""20040927"", ""代理發言人"": ""曾淑芬"", ""住址"": ""新竹縣湖口鄉新竹工業區復興路26號"", ""傳真機號碼"": ""03-5972121"", ""公司代號"": ""6216"", ""公司名稱"": ""居易科技股份有限公司"", ""公司簡稱"": ""居易"", ""出表日期"": ""1150810"", ""外國企業註冊地國"": ""－ "", ""實收資本額"": ""972961370"", ""已發行普通股數或TDR原股發行股數"": ""97296137"", ""成立日期"": ""19971014"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""營利事業統一編號"": ""16242320"", ""特別股"": ""0"", ""產業別"": ""27"", ""發言人"": ""文長中"", ""發言人職稱"": ""執行長"", ""私募股數"": ""0"", ""簽證會計師1"": ""馮敏娟"", ""簽證會計師2"": ""吳建志"", ""簽證會計師事務所"": ""資誠聯合會計師事務所"", ""網址"": ""www.draytek.com"", ""編制財務報表類型"": ""2"", ""總機電話"": ""03-5972727"", ""總經理"": ""鄭明德"", ""股票過戶機構"": ""台新證券股務代理部"", ""英文簡稱"": ""DrayTek Corp."", ""英文通訊地址"": ""NO.26,Fu Shin Rd.,HuKou County,Hsin-Chu Industrial ParkHsin-Chu,Taiwan R O C"", ""董事長"": ""馬鴻方"", ""過戶地址"": ""台北市建國北路一段96號地下一樓"", ""過戶電話"": ""02-25048125"", ""電子郵件信箱"": ""ir@draytek.com""}"
twse_ssl_repair_twse_listed_company_profile,TWSE,925,6873,泓德能源科技股份有限公司,excluded_instrument_keyword,fund_etf_etn_bond_warrant_or_non_common_equity,"{""上市日期"": ""20240926"", ""代理發言人"": ""廖彥凱"", ""住址"": ""臺北市士林區德行西路35號5樓"", ""傳真機號碼"": ""(02)28328059"", ""公司代號"": ""6873"", ""公司名稱"": ""泓德能源科技股份有限公司"", ""公司簡稱"": ""泓德能源"", ""出表日期"": ""1150810"", ""外國企業註冊地國"": ""－ "", ""實收資本額"": ""1426490990"", ""已發行普通股數或TDR原股發行股數"": ""142649099"", ""成立日期"": ""20160516"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""營利事業統一編號"": ""45877096"", ""特別股"": ""0"", ""產業別"": ""35"", ""發言人"": ""周仕昌"", ""發言人職稱"": ""總經理"", ""私募股數"": ""4284654"", ""簽證會計師1"": ""呂倩慧"", ""簽證會計師2"": ""吳俊源"", ""簽證會計師事務所"": ""安侯建業聯合會計師事務所"", ""網址"": ""https://www.hdrenewables.com/"", ""編制財務報表類型"": ""1"", ""總機電話"": ""(02)28328057"", ""總經理"": ""周仕昌"", ""股票過戶機構"": ""元大證券股份有限公司股務代理部"", ""英文簡稱"": ""HDRE"", ""英文通訊地址"": ""5F, No. 35, Dexing W. Rd., Shilin Dist.,Taipei City, Taiwan"", ""董事長"": ""謝源一"", ""過戶地址"": ""臺北市大安區敦化南路二段67號地下一樓"", ""過戶電話"": ""(02)25865859"", ""電子郵件信箱"": ""hd.ir@hdrenewables.com""}"
twse_ssl_repair_twse_listed_company_profile,TWSE,929,6901,鑽石生技投資股份有限公司,excluded_instrument_keyword,fund_etf_etn_bond_warrant_or_non_common_equity,"{""上市日期"": ""20230919"", ""代理發言人"": ""路景琳"", ""住址"": ""台北市中正區忠孝西路一段66號35樓"", ""傳真機號碼"": ""02-27031506"", ""公司代號"": ""6901"", ""公司名稱"": ""鑽石生技投資股份有限公司"", ""公司簡稱"": ""鑽石投資"", ""出表日期"": ""1150810"", ""外國企業註冊地國"": ""－ "", ""實收資本額"": ""8533600000"", ""已發行普通股數或TDR原股發行股數"": ""853360000"", ""成立日期"": ""20130109"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""營利事業統一編號"": ""53663724"", ""特別股"": ""0"", ""產業別"": ""20"", ""發言人"": ""郭悅琳"", ""發言人職稱"": ""財務及會計主管"", ""私募股數"": ""0"", ""簽證會計師1"": ""鄭欽宗"", ""簽證會計師2"": ""邱盟捷"", ""簽證會計師事務所"": ""勤業眾信聯合會計師事務所"", ""網址"": ""http://www.diamondbiofund.com"", ""編制財務報表類型"": ""2"", ""總機電話"": ""02-27031338"", ""總經理"": ""路孔明"", ""股票過戶機構"": ""兆豐證券股份有限公司股務代理部"", ""英文簡稱"": ""DIAMOND BIOFUND"", ""英文通訊地址"": ""35F, No. 66, Sec. 1, Zhongxiao W. Rd., Zhongzheng Dist.Taipei City 100507, Taiwan (R.O.C.)"", ""董事長"": ""楊泮池"", ""過戶地址"": ""台北市中正區忠孝東路二段95號1樓"", ""過戶電話"": ""02-33930898"", ""電子郵件信箱"": ""IR@diamondbiofund.com""}"
twse_ssl_repair_twse_listed_company_profile,TWSE,945,6936,永鴻國際生技股份有限公司,excluded_instrument_keyword,fund_etf_etn_bond_warrant_or_non_common_equity,"{""上市日期"": ""20250428"", ""代理發言人"": ""蔡婉婷"", ""住址"": ""新竹縣新豐鄉中崙村中崙290-3號"", ""傳真機號碼"": ""03-6216660"", ""公司代號"": ""6936"", ""公司名稱"": ""永鴻國際生技股份有限公司"", ""公司簡稱"": ""永鴻生技"", ""出表日期"": ""1150810"", ""外國企業註冊地國"": ""－ "", ""實收資本額"": ""728040000"", ""已發行普通股數或TDR原股發行股數"": ""72804000"", ""成立日期"": ""20120509"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""營利事業統一編號"": ""53703063"", ""特別股"": ""0"", ""產業別"": ""22"", ""發言人"": ""鍾威凱"", ""發言人職稱"": ""董事長"", ""私募股數"": ""0"", ""簽證會計師1"": ""趙敏如"", ""簽證會計師2"": ""吳佳翰"", ""簽證會計師事務所"": ""安侯建業聯合會計師事務所"", ""網址"": ""https://www.vetnostrum.com/"", ""編制財務報表類型"": ""2"", ""總機電話"": ""03-6216688"", ""總經理"": ""鍾威凱"", ""股票過戶機構"": ""凱基證券股份有限公司"", ""英文簡稱"": ""Vetnostrum"", ""英文通訊地址"": ""No. 290-3, Chung Lun Village, HsinfengHsinchu County 30422, Taiwan"", ""董事長"": ""鍾威凱"", ""過戶地址"": ""台北市中正區重慶南路一段2號5樓"", ""過戶電話"": ""02-23892999"", ""電子郵件信箱"": ""IR@vetnostrum.com""}"
twse_ssl_repair_twse_listed_company_profile,TWSE,1043,8499,鼎炫投資控股股份有限公司,excluded_instrument_keyword,fund_etf_etn_bond_warrant_or_non_common_equity,"{""上市日期"": ""20171124"", ""代理發言人"": ""傅羿揚"", ""住址"": ""新北市五股區五權七路20號1樓"", ""傳真機號碼"": ""0222265172"", ""公司代號"": ""8499"", ""公司名稱"": ""鼎炫投資控股股份有限公司"", ""公司簡稱"": ""鼎炫-KY"", ""出表日期"": ""1150810"", ""外國企業註冊地國"": ""KY 開曼群島                                                    "", ""實收資本額"": ""411655570"", ""已發行普通股數或TDR原股發行股數"": ""41165557"", ""成立日期"": ""20131108"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""營利事業統一編號"": ""72780928"", ""特別股"": ""0"", ""產業別"": ""31"", ""發言人"": ""傅秀月"", ""發言人職稱"": ""總經理"", ""私募股數"": ""0"", ""簽證會計師1"": ""彭以驊"", ""簽證會計師2"": ""曾建銘"", ""簽證會計師事務所"": ""勤業眾信聯合會計師事務所"", ""網址"": ""http://topbright.taiwanscale.com"", ""編制財務報表類型"": ""1"", ""總機電話"": ""0222265102"", ""總經理"": ""傅秀月"", ""股票過戶機構"": ""中國信託商業銀行股務代理部"", ""英文簡稱"": ""TOP BRIGHT"", ""英文通訊地址"": ""1F., No. 20, Wuquan 7th Rd.,Wugu District, New Taipei City, Taiwa"", ""董事長"": ""傅青炫"", ""過戶地址"": ""台北市重慶南路一段83號5樓"", ""過戶電話"": ""0266365566"", ""電子郵件信箱"": ""finance@tscale.com.tw""}"
twse_ssl_repair_twse_listed_company_profile,TWSE,1047,9103,美德向邦醫療國際股份有限公司,depositary_receipt_or_industry_91,depositary_receipt_not_common_equity,"{""上市日期"": ""20021213"", ""代理發言人"": ""楊宛蒨"", ""住址"": ""台北市信義區松高路9號11樓"", ""傳真機號碼"": ""(02)2729-8055"", ""公司代號"": ""9103"", ""公司名稱"": ""美德向邦醫療國際股份有限公司"", ""公司簡稱"": ""美德醫療-DR"", ""出表日期"": ""1150810"", ""外國企業註冊地國"": ""BM 百慕達群島                                                  "", ""實收資本額"": ""827042000"", ""已發行普通股數或TDR原股發行股數"": ""549411240"", ""成立日期"": ""19971126"", ""普通股每股面額"": ""美金0.05元"", ""營利事業統一編號"": ""00000000"", ""特別股"": ""0"", ""產業別"": ""91"", ""發言人"": ""林逸清"", ""發言人職稱"": ""財務長"", ""私募股數"": ""0"", ""簽證會計師1"": ""王建源"", ""簽證會計師2"": ""-"", ""簽證會計師事務所"": ""Baker Tilly TFW LLP"", ""網址"": ""www.medtecs.com"", ""編制財務報表類型"": ""1"", ""總機電話"": ""02-27392222"", ""總經理"": ""楊威遠"", ""股票過戶機構"": ""元大證券股務代理部"", ""英文簡稱"": ""MEDTECS"", ""英文通訊地址"": ""11F,NO.9,Songgao Road,Xinyi District,Taipei CITY 11073,TaiwanTaipei Taiwan"", ""董事長"": ""楊克誠"", ""過戶地址"": ""(106)臺北市大安區敦化南路2段67號地下一樓"", ""過戶電話"": ""(02)2586-5859"", ""電子郵件信箱"": ""investor.relations@medtecs.com""}"
