check,passed,severity,detail
v2_20t_status_expected,True,critical,ASX_FINAL_PROMOTION_CLOSURE_REPORT_COMPLETED_OPERATIONAL_BASE_RECOGNIZED_42708_ROWS_ROLLBACK_AVAILABLE_SCORING_DEFERRED_FULL59K_DEPRECATED
v2_20t_closure_decision_expected,True,critical,ASX_PROMOTION_CLOSED_PROMOTED_CANONICAL_RECOGNIZED_AS_OPERATIONAL_BASE_SCORING_DEFERRED
v2_20t_asx_promotion_closed,True,critical,asx_promotion_closed=True
v2_20t_scoring_deferred,True,critical,scoring_authorized=False
v2_20t_provider_expansion_was_frozen_before_new_gate,True,critical,provider_expansion_frozen=True
operational_base_rows_expected,True,critical,operational_rows=42708
operational_base_sha_expected,True,critical,892aaadd2fb87026fa63a935534afe851cbadfb420d48f28b90fd6aedd3f0127
rollback_rows_expected,True,critical,rollback_rows=38287
rollback_sha_expected,True,critical,cf88f95efc0f8c9dd58a1a00dc755db1aca7a713bc799eebc8ce6a0bda5f353f
schema_column_count_expected,True,critical,columns=33
required_country_column_present,True,critical,country column present
required_exchange_column_present,True,critical,exchange column present
required_mic_column_present,True,critical,mic column present
required_currency_column_present,True,critical,currency column present
operational_floor_already_achieved,True,critical,rows=42708;floor=42000
operational_ceiling_capacity_available,True,critical,remaining_capacity=2292
remaining_capacity_at_least_100_rows,True,warning,remaining_capacity=2292
target_market_gap_confirmed::COLOMBIA_BVC,True,warning,country_hits=0;exchange_hits=0;mic_hits=0;currency_hits=0
target_market_gap_confirmed::SINGAPORE_SGX,True,warning,country_hits=0;exchange_hits=0;mic_hits=0;currency_hits=0
decision_gate_only,True,critical,targeted market gap decision gate only
network_download_not_performed,True,critical,network_download_performed=False
raw_acquisition_not_performed,True,critical,raw_acquisition_performed=False
file_edit_not_performed,True,critical,file_edit_performed=False
file_copy_not_performed,True,critical,file_copy_performed=False
file_rename_not_performed,True,critical,file_rename_performed=False
canonical_dataset_not_modified,True,critical,canonical_dataset_modified=False
active_canonical_not_replaced,True,critical,active_canonical_replaced=False
pointer_update_not_performed,True,critical,pointer_update_performed=False
scoring_not_authorized,True,critical,scoring_authorized=False
openai_not_called,True,critical,openai_called=False
broker_not_called,True,critical,broker_called=False
full59k_not_launched,True,critical,full59k_universe_launched=False
