check,passed,severity,detail
v2_20f_report_exists,True,critical,outputs\full_universe_source_acquisition\asx_candidate_validation_against_current_dry_run_v2_20f.json
v2_20f_status_expected,True,critical,ASX_CANDIDATE_VALIDATION_DRY_RUN_COMPLETED_NET_NEW_READY_REBUILD_CANDIDATE_READY_42K_45K_OPERATIONAL_50K_ASPIRATIONAL_FULL59K_DEPRECATED
v2_20f_next_phase_expected,True,critical,v2.20G - ASX Expanded Rebuild Candidate
v2_20f_net_new_rows_expected,True,critical,v2_20f_net_new=1316
active_canonical_rows_expected,True,critical,active_canonical_rows=38287
pre_hkex_current_candidate_rows_expected,True,critical,pre_hkex_rows=40996
current_validated_candidate_rows_expected,True,critical,current_validated_rows=41392
active_canonical_sha_expected,True,critical,cf88f95efc0f8c9dd58a1a00dc755db1aca7a713bc799eebc8ce6a0bda5f353f
pre_hkex_current_candidate_sha_expected,True,critical,05047f03058c6d3d200b70f5f6e28e313dd9a98018b8ac44ea449989773c3aa2
current_validated_candidate_sha_expected,True,critical,3f864f1fc0196d9ec3b9ed1b2e8fa3f11c6a109933e0c07c212dc8e89d8b571c
active_canonical_sha_unchanged,True,critical,active canonical sha unchanged
pre_hkex_current_candidate_sha_unchanged,True,critical,pre-HKEX current candidate sha unchanged
current_validated_candidate_sha_unchanged,True,critical,current validated candidate sha unchanged
current_schema_column_count_expected,True,critical,current_columns=33
expanded_schema_preserved,True,critical,schema_preserved=True
appended_schema_preserved,True,critical,appended_schema_preserved=True
asx_net_new_rows_loaded,True,critical,net_new_rows=1316
appended_rows_expected,True,critical,appended_rows=1316
expanded_rows_expected,True,critical,expanded_rows=42708
row_arithmetic_expected,True,critical,41392+1316=42708
quality_floor_crossed,True,critical,expanded_rows=42708;floor=42000
quality_ceiling_not_exceeded,True,critical,expanded_rows=42708;ceiling=45000
rows_needed_to_quality_floor_expected,True,critical,rows_needed_to_42k=608
rows_needed_to_quality_ceiling_expected,True,critical,rows_needed_to_45k=3608
rows_needed_to_50k_aspirational_expected,True,warning,rows_needed_to_50k=8608
current_prefix_preserved,True,critical,prefix_matches_current=True
appended_tail_matches_appended_rows,True,critical,tail_matches=True
duplicate_appended_tickers_zero,True,critical,duplicate_appended_tickers=0
duplicate_appended_symbols_zero,True,critical,duplicate_appended_symbols=0
duplicate_appended_isins_zero,True,warning,duplicate_appended_isins=0
appended_tickers_not_in_current,True,critical,tickers_already_current=0
appended_symbols_not_in_current,True,critical,symbols_already_current=0
appended_isins_not_in_current,True,warning,isins_already_current=0
expanded_candidate_written,True,critical,outputs\full_universe_source_acquisition\expanded_universe_candidate_asx_v2_20g.csv
expanded_rebuild_candidate_only,True,critical,expanded rebuild candidate only
network_download_not_performed,True,critical,network_download_performed=False
raw_acquisition_not_performed,True,critical,raw_acquisition_performed=False
raw_validation_not_performed,True,critical,raw_validation_performed=False
candidate_extraction_not_performed,True,critical,candidate_extraction_performed=False
candidate_validation_not_performed,True,critical,candidate_validation_performed=False
expanded_validation_not_performed,True,critical,expanded_validation_performed=False
canonical_dataset_not_modified,True,critical,canonical_dataset_modified=False
pre_hkex_current_candidate_dataset_not_modified,True,critical,pre_hkex_current_candidate_dataset_modified=False
current_validated_candidate_dataset_not_modified,True,critical,current_validated_candidate_dataset_modified=False
active_canonical_not_replaced,True,critical,active_canonical_replaced=False
scoring_not_recalculated,True,critical,scoring_recalculated=False
openai_not_called,True,critical,openai_called=False
broker_not_called,True,critical,broker_called=False
full59k_not_launched,True,critical,full59k_universe_launched=False
