check,passed,severity,detail
v2_20d_report_exists,True,critical,outputs\full_universe_source_acquisition\asx_raw_validation_v2_20d.json
v2_20d_status_expected,True,critical,ASX_RAW_VALIDATION_COMPLETED_REPAIR_RECOMMENDED_EXTRACTION_POSSIBLE_WITH_ISIN_XLS_42K_45K_OPERATIONAL_50K_ASPIRATIONAL_FULL59K_DEPRECATED
v2_20d_next_phase_expected,True,critical,v2.20E - ASX Candidate Extraction Dry Run
v2_20d_parse_ready_for_extraction,True,critical,True
active_canonical_rows_expected,True,critical,active_canonical_rows=38287
current_candidate_rows_expected,True,critical,current_candidate_rows=40996
hkex_validated_candidate_rows_expected,True,critical,hkex_rows=41392
active_canonical_sha_expected,True,critical,cf88f95efc0f8c9dd58a1a00dc755db1aca7a713bc799eebc8ce6a0bda5f353f
current_candidate_sha_expected,True,critical,05047f03058c6d3d200b70f5f6e28e313dd9a98018b8ac44ea449989773c3aa2
hkex_validated_candidate_sha_expected,True,critical,3f864f1fc0196d9ec3b9ed1b2e8fa3f11c6a109933e0c07c212dc8e89d8b571c
active_canonical_sha_unchanged,True,critical,active canonical sha unchanged
current_candidate_sha_unchanged,True,critical,current candidate sha unchanged
hkex_candidate_sha_unchanged,True,critical,HKEX candidate sha unchanged
quality_floor_target_preserved,True,critical,quality_floor=42000
quality_ceiling_target_preserved,True,critical,quality_ceiling=45000
rows_needed_to_quality_floor_expected,True,critical,rows_needed_to_42k=608
rows_needed_to_quality_ceiling_expected,True,critical,rows_needed_to_45k=3608
rows_needed_to_50k_aspirational_expected,True,warning,rows_needed_to_50k=8608
asx_isin_xls_exists,True,critical,outputs\full_universe_source_acquisition\raw\asx_v2_20c\downloads\asx_isin_xls_direct.xls
asx_isin_xls_non_empty,True,critical,bytes=1985024
asx_context_csv_exists,True,warning,outputs\full_universe_source_acquisition\raw\asx_v2_20c\downloads\asx_discovered_last_known_closing_price_fy26.csv
excel_sheets_loaded,True,critical,sheets=1
sheet_profile_created,True,critical,sheet_profiles=1
extracted_rows_non_empty,True,critical,extracted_rows=14409
included_rows_non_empty,True,critical,included_rows=1921
included_rows_at_least_quality_floor_gap,True,warning,included_rows=1921;needed_to_42k=608
asx_code_extracted,True,critical,at least one ASX code extracted
isin_extracted,True,critical,at least one ISIN extracted
context_match_available,True,warning,context_matches=4491
duplicates_documented,True,warning,duplicate_rows=1
candidate_extraction_dry_run_only,True,critical,candidate extraction dry run only
network_download_not_performed,True,critical,network_download_performed=False
candidate_validation_not_performed,True,critical,candidate_validation_against_canonical_performed=False
expanded_rebuild_not_performed,True,critical,expanded_rebuild_candidate_performed=False
expanded_validation_not_performed,True,critical,expanded_validation_performed=False
canonical_dataset_not_modified,True,critical,canonical_dataset_modified=False
current_candidate_dataset_not_modified,True,critical,current_candidate_dataset_modified=False
hkex_candidate_dataset_not_modified,True,critical,hkex_candidate_dataset_modified=False
active_canonical_not_replaced,True,critical,active_canonical_replaced=False
scoring_not_recalculated,True,critical,scoring_recalculated=False
openai_not_called,True,critical,openai_called=False
broker_not_called,True,critical,broker_called=False
full59k_not_launched,True,critical,full59k_universe_launched=False
