check,passed,severity,detail
final_closure_status_expected,True,critical,FINAL_V2_21_CLOSURE_COMPLETED_TARGETED_MARKETS_PROMOTED_ARTIFACT_READY_POINTER_NOT_UPDATED_SCORING_DEFERRED
final_closure_zero_critical_failed_checks,True,critical,critical_failed_checks=0
final_closure_zero_warning_failed_checks,True,critical,warning_failed_checks=0
operational_base_rows_expected,True,critical,operational_rows=42708
operational_base_sha_expected,True,critical,892aaadd2fb87026fa63a935534afe851cbadfb420d48f28b90fd6aedd3f0127
rollback_rows_expected,True,critical,rollback_rows=38287
rollback_sha_expected,True,critical,cf88f95efc0f8c9dd58a1a00dc755db1aca7a713bc799eebc8ce6a0bda5f353f
singapore_promoted_rows_expected,True,critical,singapore_rows=43066
singapore_promoted_sha_expected,True,critical,8b6aa52eca0b7e5625aaeb8875d3806157fe30f7595cd698b5d0071ea2187c2f
colombia_promoted_rows_expected,True,critical,colombia_rows=43089
colombia_promoted_sha_expected,True,critical,9d33b0e4d7e309889d67e5a6d67c2fdfd4475b0d7cf5bf51ab0b71acb4db4707
final_reference_rows_expected,True,critical,final_reference_rows=43089
final_reference_sha_expected,True,critical,9d33b0e4d7e309889d67e5a6d67c2fdfd4475b0d7cf5bf51ab0b71acb4db4707
activated_reference_rows_expected,True,critical,activated_rows=43089
activated_reference_sha_matches_final,True,critical,9d33b0e4d7e309889d67e5a6d67c2fdfd4475b0d7cf5bf51ab0b71acb4db4707
headers_consistent,True,critical,columns operational=33;final=33
activated_reference_under_quality_ceiling,True,critical,activated_rows=43089;ceiling=45000
activated_reference_above_quality_floor,True,critical,activated_rows=43089;floor=42000
remaining_capacity_non_negative,True,critical,remaining_capacity=1911
activation_pointer_manifest_created,True,critical,outputs\full_universe_source_acquisition\final_reference_activation_pointer_manifest_v2_21h.json
activation_target_discovery_completed,True,critical,discovered_rows=1415
existing_pointer_files_not_modified,True,critical,existing_pointer_files_modified=False
operational_base_not_modified,True,critical,operational_sha_after=892aaadd2fb87026fa63a935534afe851cbadfb420d48f28b90fd6aedd3f0127
rollback_not_modified,True,critical,rollback_sha_after=cf88f95efc0f8c9dd58a1a00dc755db1aca7a713bc799eebc8ce6a0bda5f353f
singapore_artifact_not_modified,True,critical,singapore_sha_after=8b6aa52eca0b7e5625aaeb8875d3806157fe30f7595cd698b5d0071ea2187c2f
colombia_artifact_not_modified,True,critical,colombia_sha_after=9d33b0e4d7e309889d67e5a6d67c2fdfd4475b0d7cf5bf51ab0b71acb4db4707
final_reference_not_modified,True,critical,final_reference_sha_after=9d33b0e4d7e309889d67e5a6d67c2fdfd4475b0d7cf5bf51ab0b71acb4db4707
canonical_dataset_not_modified,True,critical,canonical_dataset_modified=False
active_canonical_not_replaced,True,critical,active_canonical_replaced=False
scoring_not_authorized,True,critical,scoring_authorized=False
openai_not_called,True,critical,openai_called=False
broker_not_called,True,critical,broker_called=False
full59k_not_launched,True,critical,full59k_universe_launched=False
