market_id,provider,source_id,sample_order,sample_kind,sample_payload
SINGAPORE_SGX,SGX,SGX_SECURITIES_V1_1_JSON_MINIMAL,1,json_candidate_like_object,"{""p"": 0.0, ""change_vs_pc"": null, ""change_vs_pc_percentage"": null, ""c"": 0.0, ""s"": null, ""nc"": null, ""cx"": 0.0, ""dpc"": null, ""trading_time"": ""20260812_091600"", ""cn"": null, ""dp"": null, ""type"": ""listedcertificates""}"
SINGAPORE_SGX,SGX,SGX_SECURITIES_V1_1_JSON_MINIMAL,2,json_candidate_like_object,"{""p"": 0.0, ""change_vs_pc"": null, ""change_vs_pc_percentage"": null, ""c"": 0.0, ""s"": ""0.845"", ""nc"": ""LVR"", ""cx"": 0.0, ""dpc"": null, ""trading_time"": ""20260812_091600"", ""cn"": null, ""dp"": null, ""type"": ""stocks""}"
SINGAPORE_SGX,SGX,SGX_SECURITIES_V1_1_JSON_MINIMAL,3,json_candidate_like_object,"{""p"": 0.0, ""change_vs_pc"": null, ""change_vs_pc_percentage"": null, ""c"": 0.0, ""s"": """", ""nc"": ""VT2W"", ""cx"": 0.0, ""dpc"": null, ""trading_time"": ""20260812_091600"", ""cn"": null, ""dp"": null, ""type"": ""companywarrants""}"
SINGAPORE_SGX,SGX,SGX_SECURITIES_V1_1_JSON_MINIMAL,4,json_candidate_like_object,"{""p"": 0.0, ""change_vs_pc"": null, ""change_vs_pc_percentage"": null, ""c"": 0.0, ""s"": """", ""nc"": ""AZG"", ""cx"": 0.0, ""dpc"": null, ""trading_time"": ""20260812_091600"", ""cn"": null, ""dp"": null, ""type"": ""stocks""}"
SINGAPORE_SGX,SGX,SGX_SECURITIES_V1_1_JSON_MINIMAL,5,json_candidate_like_object,"{""p"": 3.226, ""change_vs_pc"": null, ""change_vs_pc_percentage"": null, ""c"": 0.001, ""s"": ""0.033"", ""nc"": ""1Y1"", ""cx"": 0.0, ""dpc"": null, ""trading_time"": ""20260812_091600"", ""cn"": null, ""dp"": null, ""type"": ""stocks""}"
SINGAPORE_SGX,SGX,SGX_SECURITIES_V1_1_JSON_MINIMAL,6,json_candidate_like_object,"{""p"": 0.0, ""change_vs_pc"": null, ""change_vs_pc_percentage"": null, ""c"": 0.0, ""s"": """", ""nc"": ""KJZW"", ""cx"": 0.0, ""dpc"": null, ""trading_time"": ""20260812_091600"", ""cn"": null, ""dp"": null, ""type"": ""companywarrants""}"
SINGAPORE_SGX,SGX,SGX_SECURITIES_V1_1_JSON_MINIMAL,7,json_candidate_like_object,"{""p"": 0.0, ""change_vs_pc"": null, ""change_vs_pc_percentage"": null, ""c"": 0.0, ""s"": """", ""nc"": ""Q50"", ""cx"": 0.0, ""dpc"": null, ""trading_time"": ""20260812_091600"", ""cn"": null, ""dp"": null, ""type"": ""etfs""}"
SINGAPORE_SGX,SGX,SGX_SECURITIES_V1_1_JSON_MINIMAL,8,json_candidate_like_object,"{""p"": 0.0, ""change_vs_pc"": null, ""change_vs_pc_percentage"": null, ""c"": 0.0, ""s"": ""0.993"", ""nc"": ""SBO"", ""cx"": 0.992, ""dpc"": null, ""trading_time"": ""20260812_091600"", ""cn"": null, ""dp"": null, ""type"": ""etfs""}"
SINGAPORE_SGX,SGX,SGX_SECURITIES_V1_1_JSON_MINIMAL,9,json_candidate_like_object,"{""p"": 0.0, ""change_vs_pc"": null, ""change_vs_pc_percentage"": null, ""c"": 0.0, ""s"": ""0.781"", ""nc"": ""SBV"", ""cx"": 0.774, ""dpc"": null, ""trading_time"": ""20260812_091600"", ""cn"": null, ""dp"": null, ""type"": ""etfs""}"
SINGAPORE_SGX,SGX,SGX_SECURITIES_V1_1_JSON_MINIMAL,10,json_candidate_like_object,"{""p"": -0.062, ""change_vs_pc"": null, ""change_vs_pc_percentage"": null, ""c"": -0.001, ""s"": ""1.631"", ""nc"": ""JJJ"", ""cx"": 1.625, ""dpc"": null, ""trading_time"": ""20260812_091600"", ""cn"": null, ""dp"": null, ""type"": ""etfs""}"
