check,passed,severity,detail
v2_18e_report_exists,True,critical,outputs\full_universe_source_acquisition\twse_tpex_candidate_extraction_dry_run_v2_18e.json
v2_18f_report_exists,True,critical,outputs\full_universe_source_acquisition\twse_tpex_candidate_validation_against_canonical_dry_run_v2_18f.json
v2_18g_report_exists,True,critical,outputs\full_universe_source_acquisition\twse_tpex_expanded_rebuild_candidate_v2_18g.json
v2_18h_report_exists,True,critical,outputs\full_universe_source_acquisition\twse_tpex_expanded_validation_v2_18h.json
v2_18e_status_expected,True,critical,TWSE_TPEX_CANDIDATE_EXTRACTION_DRY_RUN_COMPLETED_TWSE_CANDIDATES_READY_FOR_CANONICAL_VALIDATION_DRY_RUN_50K_GATE_STILL_BLOCKED_FULL59K_DEPRECATED
v2_18f_status_expected,True,critical,TWSE_TPEX_CANDIDATE_VALIDATION_DRY_RUN_COMPLETED_CANONICAL_BUCKETS_READY_FOR_EXPANDED_REBUILD_CANDIDATE_50K_GATE_STILL_BLOCKED_FULL59K_DEPRECATED
v2_18g_status_expected,True,critical,TWSE_TPEX_EXPANDED_REBUILD_CANDIDATE_COMPLETED_40996_ROWS_VALIDATION_READY_50K_GATE_STILL_BLOCKED_FULL59K_DEPRECATED
v2_18h_status_expected,True,critical,TWSE_TPEX_EXPANDED_VALIDATION_COMPLETED_40996_ROWS_VALIDATED_CLOSURE_READY_50K_GATE_STILL_BLOCKED_FULL59K_DEPRECATED
active_canonical_rows_expected,True,critical,active_canonical_rows=38287
base_nse_rows_expected,True,critical,base_rows=40300
expanded_candidate_rows_expected,True,critical,expanded_rows=40996
row_increment_expected,True,critical,row_increment=696
schema_columns_expected,True,critical,schema_columns=33
schema_equal_base_expanded,True,critical,base header equals expanded header
twse_candidates_extracted_expected,True,critical,extracted_candidates=1075
twse_potential_net_new_expected,True,critical,potential_net_new=696
twse_possible_existing_expected,True,critical,possible_existing=379
twse_existing_expected,True,critical,existing=0
twse_added_rows_expected,True,critical,added_rows=696
twse_withheld_rows_expected,True,critical,withheld_rows=0
rows_needed_after_twse_expected,True,critical,rows_needed_after_twse=9004
v2_18h_critical_failed_checks_zero,True,critical,v2_18h_critical_failed_checks=0
row_audit_all_passed,True,critical,v2.18H row audit all passed
symbol_audit_all_passed,True,critical,v2.18H symbol audit all passed
schema_profile_rows_expected,True,critical,schema_profile_rows=33
canonical_sha_unchanged,True,critical,active canonical sha unchanged
base_candidate_sha_unchanged,True,critical,base candidate sha unchanged
expanded_candidate_sha_unchanged,True,critical,expanded candidate sha unchanged
canonical_dataset_not_modified,True,critical,canonical_dataset_modified=False
active_canonical_not_replaced,True,critical,active_canonical_replaced=False
no_new_expanded_dataset_written,True,critical,new_expanded_dataset_written=False
closure_report_only,True,critical,phase_type=closure-report-only
network_not_used,True,critical,network_download_performed=False
scoring_not_recalculated,True,critical,scoring_recalculated=False
openai_not_called,True,critical,openai_called=False
broker_not_called,True,critical,broker_called=False
full59k_not_launched,True,critical,full59k_universe_launched=False
full59k_deprecated_deferred,True,critical,full59k=DEPRECATED_DEFERRED
final_50k_gate_still_blocked,True,critical,40996 < 50000
next_provider_needed,True,critical,rows_needed_after_twse=9004
