check,passed,severity,detail
v2_19d_report_exists,True,critical,outputs\full_universe_source_acquisition\krx_raw_validation_v2_19d.json
v2_19d_status_expected,True,critical,KRX_RAW_VALIDATION_COMPLETED_REPAIR_REQUIRED_BEFORE_CANDIDATE_EXTRACTION_50K_GATE_STILL_BLOCKED_FULL59K_DEPRECATED
v2_19d_artifact_audit_exists,True,critical,outputs\full_universe_source_acquisition\krx_raw_validation_artifact_audit_v2_19d.csv
v2_19d_source_readiness_exists,True,critical,outputs\full_universe_source_acquisition\krx_raw_validation_source_readiness_v2_19d.csv
v2_19d_issue_audit_exists,True,critical,outputs\full_universe_source_acquisition\krx_raw_validation_issue_audit_v2_19d.csv
v2_19c_manifest_exists,True,critical,outputs\full_universe_source_acquisition\krx_raw_acquisition_manifest_v2_19c.csv
v2_19d_repair_required,True,critical,True
active_canonical_rows_expected,True,critical,active_canonical_rows=38287
current_validated_candidate_rows_expected,True,critical,current_candidate_rows=40996
rows_needed_to_50k_expected,True,critical,rows_needed_to_50k=9004
raw_repair_dir_created,True,critical,outputs\full_universe_source_acquisition\raw\krx_v2_19c_fix
html_probe_completed,True,critical,html_signal_rows=1
html_table_probe_written,True,warning,html_table_probe_rows=1
discovered_url_inventory_written,True,warning,discovered_urls=327
repair_manifest_rows_minimum,True,critical,repair_manifest_rows=18
raw_repair_files_written_minimum,True,critical,raw_repair_files_written=18
official_scope_only,True,critical,official_scope_violations=0
http_200_rows_present,True,warning,http_200_rows=5
structured_rows_present,True,warning,structured_rows=1
primary_structured_rows_present,False,warning,primary_structured_rows=0
html_table_probe_possible,False,warning,html_table_probe_possible=False; rows=1
canonical_sha_unchanged,True,critical,active canonical sha unchanged
candidate_sha_unchanged,True,critical,current validated candidate sha unchanged
canonical_dataset_not_modified,True,critical,canonical_dataset_modified=False
candidate_dataset_not_modified,True,critical,candidate_dataset_modified=False
raw_acquisition_repair_performed,True,critical,raw_acquisition_repair_performed=True
candidate_extraction_not_performed,True,critical,candidate_extraction_performed=False
canonical_comparison_not_performed,True,critical,canonical_comparison_performed=False
expanded_rebuild_not_performed,True,critical,expanded_rebuild_candidate_performed=False
scoring_not_recalculated,True,critical,scoring_recalculated=False
openai_not_called,True,critical,openai_called=False
broker_not_called,True,critical,broker_called=False
full59k_not_launched,True,critical,full59k_universe_launched=False
final_50k_gate_still_blocked,True,critical,40996 < 50000
krx_repaired_raw_validation_next_needed,True,critical,v2.19D_FIX - KRX Repaired Raw Validation
