check,passed,severity,detail
v2_26b_candidate_reference_present,true,critical,06823549ee328df60e508bddbc4ee1e3f3b32e86
baseline_rows_43089,true,critical,43089
candidate_rows_43089,true,critical,43089
baseline_sha_expected,true,critical,01fef82316a458c65d42c08cb993feed9e0cc8178f4f7bf4f08835f169bfa74c
candidate_sha_expected,true,critical,01fef82316a458c65d42c08cb993feed9e0cc8178f4f7bf4f08835f169bfa74c
identity_strategy_documented,true,critical,ISIN+exchange+ticker; fallback source_provider+exchange+ticker+instrument_id+symbol
baseline_identity_unique,true,critical,43089/43089
baseline_identity_collisions_zero,true,critical,0
zero_delta_fast_path_valid,true,critical,identical SHA256
real_added_zero,true,critical,0
real_removed_zero,true,critical,0
real_modified_zero,true,critical,0
real_conflicts_zero,true,critical,0
real_unchanged_43089,true,critical,43089
fixtures_6_of_6,true,critical,6/6
addition_fixture_pass,true,critical,1
removal_quarantine_fixture_pass,true,critical,1/1
field_change_fixture_pass,true,critical,country
conflict_fixture_fail_closed,true,critical,promotion blocked
reorder_fixture_pass,true,critical,zero semantic delta
candidate_not_promotion_eligible,true,critical,False
operational_pointer_unchanged,true,critical,61ceca33292a20e00f21a1cb34f7c824c50944818111b8c02834a2e7c74eabf4
metadata_baseline_unchanged,true,critical,01fef82316a458c65d42c08cb993feed9e0cc8178f4f7bf4f08835f169bfa74c
scoring_pointer_unchanged,true,critical,c55df8e39dd78f3edbdee26d0e2d63c333aca639
production_scoring_authorized_false,true,critical,False
scoring_promoted_false,true,critical,False
openai_not_called,true,critical,False
broker_not_called,true,critical,False
full59k_deferred,true,critical,DEPRECATED_DEFERRED
nonzero_real_delta_not_observed,false,warning,controlled fixtures used
