check,passed,severity,detail
scoring_gate_status_expected,True,critical,POST_TARGETED_MARKETS_SCORING_DECISION_GATE_COMPLETED_SCORING_DEFERRED_POINTER_HARDENING_AND_PRE_SCORING_AUDIT_REQUIRED
scoring_gate_approved_pointer_hardening,True,critical,approved_for_pointer_convention_hardening=True
scoring_gate_not_approved_for_scoring_dry_run,True,critical,approved_for_scoring_dry_run=False
activated_rows_expected,True,critical,activated_rows=43089
activated_sha_expected,True,critical,9d33b0e4d7e309889d67e5a6d67c2fdfd4475b0d7cf5bf51ab0b71acb4db4707
final_reference_rows_expected,True,critical,final_reference_rows=43089
final_reference_sha_expected,True,critical,9d33b0e4d7e309889d67e5a6d67c2fdfd4475b0d7cf5bf51ab0b71acb4db4707
previous_operational_rows_expected,True,critical,previous_operational_rows=42708
previous_operational_sha_expected,True,critical,892aaadd2fb87026fa63a935534afe851cbadfb420d48f28b90fd6aedd3f0127
rollback_rows_expected,True,critical,rollback_rows=38287
rollback_sha_expected,True,critical,cf88f95efc0f8c9dd58a1a00dc755db1aca7a713bc799eebc8ce6a0bda5f353f
headers_consistent,True,critical,activated_columns=33;final_columns=33;previous_columns=33
pointer_json_created,True,critical,outputs\full_universe_source_acquisition\current_operational_universe_pointer.json
pointer_md_created,True,critical,outputs\full_universe_source_acquisition\current_operational_universe_pointer.md
pointer_target_path_expected,True,critical,outputs\full_universe_source_acquisition\expanded_universe_v2_21h_activated_operational_reference.csv
pointer_target_rows_expected,True,critical,pointer_rows=43089
pointer_target_sha_expected,True,critical,9d33b0e4d7e309889d67e5a6d67c2fdfd4475b0d7cf5bf51ab0b71acb4db4707
within_quality_floor,True,critical,activated_rows=43089;floor=42000
within_quality_ceiling,True,critical,activated_rows=43089;ceiling=45000
remaining_capacity_non_negative,True,critical,remaining_capacity=1911
activated_dataset_not_modified,True,critical,activated_sha_after=9d33b0e4d7e309889d67e5a6d67c2fdfd4475b0d7cf5bf51ab0b71acb4db4707
final_reference_not_modified,True,critical,final_reference_sha_after=9d33b0e4d7e309889d67e5a6d67c2fdfd4475b0d7cf5bf51ab0b71acb4db4707
previous_operational_not_modified,True,critical,previous_operational_sha_after=892aaadd2fb87026fa63a935534afe851cbadfb420d48f28b90fd6aedd3f0127
rollback_not_modified,True,critical,rollback_sha_after=cf88f95efc0f8c9dd58a1a00dc755db1aca7a713bc799eebc8ce6a0bda5f353f
canonical_dataset_not_modified,True,critical,canonical_dataset_modified=False
active_canonical_not_replaced,True,critical,active_canonical_replaced=False
scoring_not_authorized,True,critical,scoring_authorized=False
scoring_not_executed,True,critical,scoring_executed=False
openai_not_called,True,critical,openai_called=False
broker_not_called,True,critical,broker_called=False
full59k_not_launched,True,critical,full59k_universe_launched=False
convention_register_defined,True,critical,conventions=4
