exclusion_id,source_id,source_name,extraction_method,raw_symbol,raw_name,raw_exchange,raw_url,exclusion_reason,evidence
d83ca62489ebccb2,tmx_listed_company_directory,TSX/TSXV Listed Company Directory,json_object,X,,,,missing_name_for_json_object,"{""lang"":""en"",""symbol"":""X"",""symbolForwardURL"": ""https://money.tmx.com/en/quote/""}"
22ff832bcdf658ac,tmx_listed_company_directory,TSX/TSXV Listed Company Directory,json_object,,,,,missing_symbol,{return'https://money.tmx.com/en/quote/'+encodeURIComponent(symbol)+'/';}
22ff832bcdf658ac,tmx_listed_company_directory,TSX/TSXV Listed Company Directory,json_object,,,,,missing_symbol,"{d=data.results[i];a2=a.clone().attr('href',getUrl(d.symbol));r=$('<tr></tr>').append(c.clone().append(a2.text(d.name)));r.append(c.clone().append(a2.clone().text(d.symbol)));r.append(c.clone().addClass('nowrap').text(Date.format(d.date,'medium-date')));b.append(r);}"
22ff832bcdf658ac,tmx_listed_company_directory,TSX/TSXV Listed Company Directory,json_object,,,,,missing_symbol,"{d2=d.instruments[j];a2=a.clone().attr('href',getUrl(d2.symbol));r=$('<tr></tr>').append(c.clone().html('&nbsp;&nbsp;').append(a2.text(d2.name)));r.append(c.clone().append(a2.clone().text(d2.symbol)));b.append(r);}"
60f03ad57fab20c7,tmx_money_stocklists,TMX Money Stocklists,json_object,SYMBOL,,,,missing_name_for_json_object,"{""symbol"":""Symbol"",""company"":""Company"",""callTime"":""Call Time"",""epsEstimate"":""EPS Estimate"",""reportedEPS"":""Reported EPS"",""surpriseDollar"":""Surprise ($)"",""surprisePercentage"":""Surprise (%)""}"
f9dba2fc7c386e61,tmx_money_stocklists,TMX Money Stocklists,json_object,,,,,missing_symbol,{symbol}
f9dba2fc7c386e61,tmx_money_stocklists,TMX Money Stocklists,json_object,,,,,missing_symbol,"{""welcome"":""Welcome to TMX Money Alerts"",""alertsDescription"":""Advanced investment alerts to monitor any symbol. Pick from over 11 alert types and receive an automatic email notification for each."",""alertsDashboardScreenshot"":""Alerts dashboard screenshot"",""addAlertScreenshot"":""Add alert screenshot""}"
f9dba2fc7c386e61,tmx_money_stocklists,TMX Money Stocklists,json_object,,,,,missing_symbol,"{""createNewWatchlist"":""Create a New Watchlist"",""enterWatchlistName"":""ENTER WATCHLIST NAME"",""enterAWatchlistName"":""ENTER A WATCHLIST NAME"",""cannotBeEmpty"":""Watchlist name cannot be empty"",""createWatchlistDisclaimer"":""Start tracking companies in your Watchlist by adding symbols below.  "",""addSymbol"":""Add Symbol"",""searchCompany"":""Search company or symbol"",""createWatchlistButton"":""Create Watchlist"",""cancelButton"":""Cancel"",""below"":""below"",""searchCompanyNoResultTitle"":""No Valid Results."",""searchCompan"
f9dba2fc7c386e61,tmx_money_stocklists,TMX Money Stocklists,json_object,,,,,missing_symbol,"{""title"":""Watchlist Limit Reached"",""symboleLimit"":""You have reached the limit of 100 symbols in this watchlist. Remove an existing symbol to add another."",""watchlistLimit"":""You have reached the limit of 20 watchlists. Remove an existing watchlist to add another.""}"
f9dba2fc7c386e61,tmx_money_stocklists,TMX Money Stocklists,json_object,,,,,missing_symbol,{# Symbol Added}
f9dba2fc7c386e61,tmx_money_stocklists,TMX Money Stocklists,json_object,,,,,missing_symbol,{# Symbols Added}
f9dba2fc7c386e61,tmx_money_stocklists,TMX Money Stocklists,json_object,,,,,missing_symbol,{symbol}
f9dba2fc7c386e61,tmx_money_stocklists,TMX Money Stocklists,json_object,,,,,missing_symbol,{symbol}
f9dba2fc7c386e61,tmx_money_stocklists,TMX Money Stocklists,json_object,,,,,missing_symbol,{symbol}
f9dba2fc7c386e61,tmx_money_stocklists,TMX Money Stocklists,json_object,,,,,missing_symbol,{symbol}
f9dba2fc7c386e61,tmx_money_stocklists,TMX Money Stocklists,json_object,,,,,missing_symbol,{symbol}
f9dba2fc7c386e61,tmx_money_stocklists,TMX Money Stocklists,json_object,,,,,missing_symbol,{symbol}
f9dba2fc7c386e61,tmx_money_stocklists,TMX Money Stocklists,json_object,,,,,missing_symbol,{symbol}
f9dba2fc7c386e61,tmx_money_stocklists,TMX Money Stocklists,json_object,,,,,missing_symbol,{symbol}
f9dba2fc7c386e61,tmx_money_stocklists,TMX Money Stocklists,json_object,,,,,missing_symbol,{symbol}
f9dba2fc7c386e61,tmx_money_stocklists,TMX Money Stocklists,json_object,,,,,missing_symbol,{symbol}
f9dba2fc7c386e61,tmx_money_stocklists,TMX Money Stocklists,json_object,,,,,missing_symbol,{symbol}
f9dba2fc7c386e61,tmx_money_stocklists,TMX Money Stocklists,json_object,,,,,missing_symbol,{symbol}
f9dba2fc7c386e61,tmx_money_stocklists,TMX Money Stocklists,json_object,,,,,missing_symbol,{symbol}
f9dba2fc7c386e61,tmx_money_stocklists,TMX Money Stocklists,json_object,,,,,missing_symbol,{symbol}
f9dba2fc7c386e61,tmx_money_stocklists,TMX Money Stocklists,json_object,,,,,missing_symbol,{symbol}
f9dba2fc7c386e61,tmx_money_stocklists,TMX Money Stocklists,json_object,,,,,missing_symbol,{symbol}
f9dba2fc7c386e61,tmx_money_stocklists,TMX Money Stocklists,json_object,,,,,missing_symbol,{symbol}
f9dba2fc7c386e61,tmx_money_stocklists,TMX Money Stocklists,json_object,,,,,missing_symbol,{symbol}
58ea7b8ac5b943d1,tmx_money_stocklists,TMX Money Stocklists,json_object,,COMPANY NAME,,,missing_symbol,"{""headingPartOne"":""Compare"",""headingPartTwo"":"" to other companies"",""companyName"":""COMPANY NAME"",""deRatio"":""D/E Ratio"",""addSymbol"":""ADD SYMBOL"",""addCompany"":""Add Company"",""enterCompanyOrSymbol"":""ENTER COMPANY OR SYMBOL"",""search"":""Search..."",""changeCompany"":""Change Company""}"
