check,passed,severity,detail
v2_19m_fix_report_exists,True,critical,outputs\full_universe_source_acquisition\hkex_repaired_raw_validation_v2_19m_fix.json
v2_19m_fix_status_expected,True,critical,HKEX_REPAIRED_RAW_VALIDATION_COMPLETED_PARSE_READY_EXTRACTION_DRY_RUN_READY_50K_GATE_STILL_BLOCKED_FULL59K_DEPRECATED
parse_readiness_exists,True,critical,outputs\full_universe_source_acquisition\hkex_repaired_raw_validation_parse_readiness_v2_19m_fix.csv
sheet_schema_exists,True,critical,outputs\full_universe_source_acquisition\hkex_repaired_raw_validation_sheet_schema_v2_19m_fix.csv
primary_parse_ready_in_prior_phase,True,critical,hkex_repair_01_full_list_of_securities
primary_raw_file_exists,True,critical,outputs\full_universe_source_acquisition\raw\hkex_v2_19l_fix\01_full_list_of_securities.xlsx
primary_raw_file_sha_matches_manifest,True,critical,0cdb042847c03c3a57ee0d7efa105058a4ef2455500de5c26b503382a0c22259
active_canonical_rows_expected,True,critical,active_canonical_rows=38287
current_validated_candidate_rows_expected,True,critical,current_candidate_rows=40996
rows_needed_to_50k_expected,True,critical,rows_needed_to_50k=9004
canonical_sha_unchanged,True,critical,active canonical sha unchanged
candidate_sha_unchanged,True,critical,current validated candidate sha unchanged
primary_sheet_loaded,True,critical,rows_loaded=17633; sheet=ListOfSecurities; path=xl/worksheets/sheet1.xml
header_row_detected,True,critical,header_row=3
stock_code_field_mapped,True,critical,"{""admitted_to_ccass"": 11, ""board_lot"": 4, ""cas_eligible"": 9, ""category"": 2, ""debt_securities_board_lot_nominal"": 12, ""debt_securities_investor_type"": 13, ""expiry_date"": 6, ""isin"": 5, ""name_of_securities"": 1, ""pos_eligible"": 14, ""rmb_counter"": 17, ""shortsell_eligible"": 8, ""spread_table"": 15, ""stock_code"": 0, ""sub_category"": 3, ""subject_to_stamp_duty"": 7, ""trading_currency"": 16, ""vcm_eligible"": 10}"
name_field_mapped,True,critical,"{""admitted_to_ccass"": 11, ""board_lot"": 4, ""cas_eligible"": 9, ""category"": 2, ""debt_securities_board_lot_nominal"": 12, ""debt_securities_investor_type"": 13, ""expiry_date"": 6, ""isin"": 5, ""name_of_securities"": 1, ""pos_eligible"": 14, ""rmb_counter"": 17, ""shortsell_eligible"": 8, ""spread_table"": 15, ""stock_code"": 0, ""sub_category"": 3, ""subject_to_stamp_duty"": 7, ""trading_currency"": 16, ""vcm_eligible"": 10}"
candidate_rows_extracted,True,critical,candidate_rows=17630
unique_stock_codes_positive,True,critical,unique_stock_codes=17630
rejections_documented,True,warning,rejections=0
duplicates_documented,True,warning,duplicate_stock_code_count=0
candidate_output_dry_run_only,True,critical,dry_run_only=True
final_50k_gate_still_blocked,True,critical,40996 < 50000
network_not_used_by_extraction,True,critical,network_download_performed=False
candidate_extraction_performed,True,critical,candidate_extraction_performed=True
candidate_validation_against_canonical_not_performed,True,critical,candidate_validation_against_canonical_performed=False
canonical_comparison_not_performed,True,critical,canonical_comparison_performed=False
expanded_rebuild_not_performed,True,critical,expanded_rebuild_candidate_performed=False
expanded_validation_not_performed,True,critical,expanded_validation_performed=False
scoring_not_recalculated,True,critical,scoring_recalculated=False
openai_not_called,True,critical,openai_called=False
broker_not_called,True,critical,broker_called=False
full59k_not_launched,True,critical,full59k_universe_launched=False
