probe_id,probe_order,probe_type,normalized_candidate_url,source_strategy_priority,base_validation_score,risk,http_method,status_code,ok,final_url,redirected,content_type,content_length_header,sampled_bytes,sample_sha256,body_sample_in_memory_only,payload_saved_to_disk,shape_classification,json_top_level_type,json_top_level_keys,html_marker_counts,csv_like,promising_for_next_phase,evidence_level,error
fadba7b6f3060cf1,1,json_or_ajax_metadata_probe,https://live.euronext.com/en/instrumentSearch/searchJsonByMic?listMics&amp;instruType=Stock&amp;idBlockSearchBox=134,3,95,medium,GET_STREAM_SAMPLE,200,True,https://live.euronext.com/en/instrumentSearch/searchJsonByMic?listMics&amp;instruType=Stock&amp;idBlockSearchBox=134,False,application/json,80,80,3b9f49132c7d253353bd5efd4200c079c9a2a7695483f8c583d29f2a786117bb,True,False,json_like,list,value|isin|mic|label|link|name,"{""drupalSettings"": 0, ""application/json"": 0, ""data-drupal"": 0, ""ajax"": 0, ""api"": 0, ""equit"": 0, ""isin"": 1, ""instrument"": 0, ""table"": 0}",False,True,medium,
d9534f9c8846e89c,2,json_or_ajax_metadata_probe,https://live.euronext.com/en/instrumentSearch/searchJSON,3,85,medium,GET_STREAM_SAMPLE,200,True,https://live.euronext.com/en/instrumentSearch/searchJSON,False,application/json,80,80,3b9f49132c7d253353bd5efd4200c079c9a2a7695483f8c583d29f2a786117bb,True,False,json_like,list,value|isin|mic|label|link|name,"{""drupalSettings"": 0, ""application/json"": 0, ""data-drupal"": 0, ""ajax"": 0, ""api"": 0, ""equit"": 0, ""isin"": 1, ""instrument"": 0, ""table"": 0}",False,True,medium,
fe79497e18312c5a,3,live_listing_dynamic_probe,https://live.euronext.com/en/markets/milan/equities/global-equity-market/list,2,60,medium,GET_STREAM_SAMPLE,200,True,https://live.euronext.com/en/markets/milan/equities/global-equity-market/list,False,text/html; charset=UTF-8,,250000,e2ea891fb8b83338ec497e28e985e3d884d016ca6f12f6c008dc20708415e14e,True,False,html_like,,,"{""drupalSettings"": 0, ""application/json"": 1, ""data-drupal"": 88, ""ajax"": 4, ""api"": 11, ""equit"": 105, ""isin"": 8, ""instrument"": 4, ""table"": 1}",False,True,low,
1121ea764807f970,4,live_listing_dynamic_probe,https://live.euronext.com/en/products/equities/global-equity-market/list,2,60,medium,GET_STREAM_SAMPLE,200,True,https://live.euronext.com/en/products/equities/global-equity-market/list,False,text/html; charset=UTF-8,,250000,b79a2996220e55074b4281215792df32ed625a7462578b73fc4a62c8c65c3da6,True,False,html_like,,,"{""drupalSettings"": 0, ""application/json"": 1, ""data-drupal"": 87, ""ajax"": 4, ""api"": 11, ""equit"": 112, ""isin"": 8, ""instrument"": 4, ""table"": 1}",False,True,low,
5695ef8ac07a90eb,5,live_listing_dynamic_probe,https://live.euronext.com/de/markets/amsterdam/equities/list?page=0,2,35,medium,GET_STREAM_SAMPLE,200,True,https://live.euronext.com/de/markets/amsterdam/equities/list?page=0,False,text/html; charset=UTF-8,,250000,8eb3b3733e6f6cdee91bfc5da2af867ce8fabb607f2b6322ddeebda12b24930b,True,False,html_like,,,"{""drupalSettings"": 0, ""application/json"": 1, ""data-drupal"": 131, ""ajax"": 4, ""api"": 22, ""equit"": 49, ""isin"": 11, ""instrument"": 4, ""table"": 1}",False,True,low,
4953adaee04eeaeb,6,live_listing_dynamic_probe,https://live.euronext.com/de/markets/brussels/equities/list?page=0,2,35,medium,GET_STREAM_SAMPLE,200,True,https://live.euronext.com/de/markets/brussels/equities/list?page=0,False,text/html; charset=UTF-8,,250000,57267e234aaa4c4c6738e52617a1f151706563ad2772f3832098db54a1d7e6c9,True,False,html_like,,,"{""drupalSettings"": 0, ""application/json"": 1, ""data-drupal"": 137, ""ajax"": 4, ""api"": 29, ""equit"": 57, ""isin"": 11, ""instrument"": 4, ""table"": 1}",False,True,low,
5bcd8a2fdd8549b7,7,live_listing_dynamic_probe,https://live.euronext.com/de/markets/dublin/equities/list?page=0,2,35,medium,GET_STREAM_SAMPLE,200,True,https://live.euronext.com/de/markets/dublin/equities/list?page=0,False,text/html; charset=UTF-8,,250000,6b65fbf9be8942d4737b727be781b3e86f5c6c34ba4b3c9e469bf5544b22db63,True,False,html_like,,,"{""drupalSettings"": 0, ""application/json"": 1, ""data-drupal"": 268, ""ajax"": 4, ""api"": 23, ""equit"": 110, ""isin"": 11, ""instrument"": 4, ""table"": 1}",False,True,low,
c937db948d3dc07c,8,live_listing_dynamic_probe,https://live.euronext.com/de/markets/lisbon/equities/list?page=0,2,35,medium,GET_STREAM_SAMPLE,200,True,https://live.euronext.com/de/markets/lisbon/equities/list?page=0,False,text/html; charset=UTF-8,,250000,e9b1d006eee272b6076201cda73f084ac6a37ace57c66114ed2935dd8be8ef26,True,False,html_like,,,"{""drupalSettings"": 0, ""application/json"": 1, ""data-drupal"": 216, ""ajax"": 4, ""api"": 29, ""equit"": 87, ""isin"": 11, ""instrument"": 4, ""table"": 1}",False,True,low,
f53265b310760355,9,live_listing_dynamic_probe,https://live.euronext.com/de/markets/milan/equities/list?page=0,2,35,medium,GET_STREAM_SAMPLE,200,True,https://live.euronext.com/de/markets/milan/equities/list?page=0,False,text/html; charset=UTF-8,,250000,06163182b37bc4b577e4056d5a0d83b19419187bade49a02e737d20a0b81680c,True,False,html_like,,,"{""drupalSettings"": 0, ""application/json"": 1, ""data-drupal"": 118, ""ajax"": 4, ""api"": 29, ""equit"": 61, ""isin"": 6, ""instrument"": 4, ""table"": 0}",False,True,low,
75646fb3750c1d29,10,live_listing_dynamic_probe,https://live.euronext.com/de/markets/oslo/equities/list?page=0,2,35,medium,GET_STREAM_SAMPLE,200,True,https://live.euronext.com/de/markets/oslo/equities/list?page=0,False,text/html; charset=UTF-8,,250000,d7c82c98ac0c72443d73858473a7e213fab6c0ca8952d89cae21731a27e51d2e,True,False,html_like,,,"{""drupalSettings"": 0, ""application/json"": 1, ""data-drupal"": 113, ""ajax"": 4, ""api"": 29, ""equit"": 58, ""isin"": 11, ""instrument"": 4, ""table"": 1}",False,True,low,
93d06c459f738e1d,11,live_listing_dynamic_probe,https://live.euronext.com/de/markets/paris/equities/list?page=0,2,35,medium,GET_STREAM_SAMPLE,200,True,https://live.euronext.com/de/markets/paris/equities/list?page=0,False,text/html; charset=UTF-8,,250000,290ac7f4105a8b7f8a263bb3cc5e22b02711e664bb0d7b2883ef06fe5a15d2d7,True,False,html_like,,,"{""drupalSettings"": 0, ""application/json"": 1, ""data-drupal"": 127, ""ajax"": 4, ""api"": 29, ""equit"": 49, ""isin"": 6, ""instrument"": 4, ""table"": 0}",False,True,low,
5990df11ae33d87d,12,live_listing_dynamic_probe,https://live.euronext.com/de/products/equities/list,2,35,medium,GET_STREAM_SAMPLE,200,True,https://live.euronext.com/de/products/equities/list,False,text/html; charset=UTF-8,,250000,19e22809528d84a402668cb078360585ee8350d1941cf301901ff5c511e8ff53,True,False,html_like,,,"{""drupalSettings"": 0, ""application/json"": 1, ""data-drupal"": 153, ""ajax"": 4, ""api"": 29, ""equit"": 67, ""isin"": 6, ""instrument"": 4, ""table"": 0}",False,True,low,
2a56bcc391f114c4,13,live_listing_dynamic_probe,https://live.euronext.com/en/markets/amsterdam/equities/list,2,35,medium,GET_STREAM_SAMPLE,200,True,https://live.euronext.com/en/markets/amsterdam/equities/list,False,text/html; charset=UTF-8,,250000,7e7abd9078aa2ba9b6bbb0c946a8f798d2cc1d160f9f3eede6bfa261a1a4c7c6,True,False,html_like,,,"{""drupalSettings"": 0, ""application/json"": 1, ""data-drupal"": 114, ""ajax"": 4, ""api"": 22, ""equit"": 61, ""isin"": 12, ""instrument"": 4, ""table"": 1}",False,True,low,
99b68ed6622d9f72,14,live_listing_dynamic_probe,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,2,35,medium,GET_STREAM_SAMPLE,200,True,https://live.euronext.com/en/markets/amsterdam/equities/list?page=0,False,text/html; charset=UTF-8,,250000,52ec5ac16dcbedfff892bdbd607f91b820a1c2cf687a930b413d992707e1fb42,True,False,html_like,,,"{""drupalSettings"": 0, ""application/json"": 1, ""data-drupal"": 126, ""ajax"": 4, ""api"": 22, ""equit"": 57, ""isin"": 12, ""instrument"": 4, ""table"": 1}",False,True,low,
