check,passed,severity,detail
colombia_build_status_expected,True,critical,COLOMBIA_CONDITIONAL_BUILD_COMPLETED_CANDIDATE_CREATED_NO_PROMOTION_NO_POINTER_UPDATE_SCORING_DEFERRED
colombia_build_approved_for_promotion_decision,True,critical,approved_for_colombia_promotion_decision=True
operational_base_rows_expected,True,critical,operational_rows=42708
operational_base_sha_expected,True,critical,892aaadd2fb87026fa63a935534afe851cbadfb420d48f28b90fd6aedd3f0127
rollback_rows_expected,True,critical,rollback_rows=38287
rollback_sha_expected,True,critical,cf88f95efc0f8c9dd58a1a00dc755db1aca7a713bc799eebc8ce6a0bda5f353f
singapore_promoted_rows_expected,True,critical,singapore_promoted_rows=43066
singapore_promoted_sha_expected,True,critical,8b6aa52eca0b7e5625aaeb8875d3806157fe30f7595cd698b5d0071ea2187c2f
colombia_candidate_rows_expected,True,critical,colombia_candidate_rows=43089
colombia_candidate_sha_expected,True,critical,9d33b0e4d7e309889d67e5a6d67c2fdfd4475b0d7cf5bf51ab0b71acb4db4707
header_matches_singapore_promoted,True,critical,candidate_columns=33;singapore_columns=33
schema_column_count_expected,True,critical,candidate_columns=33;operational_columns=33
eligible_rows_expected,True,critical,eligible_count=23
eligible_rows_all_approved,True,critical,eligible_approved_count=23;eligible_count=23
eligible_country_context_expected,True,critical,eligible_country_count=23;eligible_count=23
eligible_exchange_context_expected,True,critical,eligible_exchange_count=23;eligible_count=23
eligible_mic_context_expected,True,critical,eligible_mic_count=23;eligible_count=23
eligible_currency_context_expected,True,critical,eligible_currency_count=23;eligible_count=23
appended_rows_expected,True,critical,appended_rows=23
appended_rows_country_confirmed,True,critical,country_confirmed=23
appended_rows_country_code_confirmed_or_not_required,True,critical,country_code_confirmed=23;country_code_columns=0
appended_rows_exchange_confirmed,True,critical,exchange_confirmed=23
appended_rows_mic_confirmed,True,critical,mic_confirmed=23
appended_rows_currency_confirmed,True,critical,currency_confirmed=23
promoted_dataset_rows_expected,True,critical,promoted_rows=43089
promoted_dataset_sha_matches_candidate,True,critical,9d33b0e4d7e309889d67e5a6d67c2fdfd4475b0d7cf5bf51ab0b71acb4db4707
promoted_dataset_under_quality_ceiling,True,critical,promoted_rows=43089;ceiling=45000
promoted_dataset_above_quality_floor,True,critical,promoted_rows=43089;floor=42000
remaining_capacity_non_negative,True,critical,remaining_capacity=1911
pointer_manifest_created,True,critical,outputs\full_universe_source_acquisition\colombia_promotion_freeze_decision_pointer_manifest_v2_21e_c.json
operational_base_not_modified,True,critical,operational_sha_after=892aaadd2fb87026fa63a935534afe851cbadfb420d48f28b90fd6aedd3f0127
rollback_not_modified,True,critical,rollback_sha_after=cf88f95efc0f8c9dd58a1a00dc755db1aca7a713bc799eebc8ce6a0bda5f353f
singapore_promoted_artifact_not_modified,True,critical,singapore_promoted_sha_after=8b6aa52eca0b7e5625aaeb8875d3806157fe30f7595cd698b5d0071ea2187c2f
colombia_candidate_input_not_modified,True,critical,colombia_candidate_sha_after=9d33b0e4d7e309889d67e5a6d67c2fdfd4475b0d7cf5bf51ab0b71acb4db4707
canonical_dataset_not_modified,True,critical,canonical_dataset_modified=False
active_canonical_not_replaced,True,critical,active_canonical_replaced=False
pointer_update_not_performed,True,critical,pointer_update_performed=False
scoring_not_authorized,True,critical,scoring_authorized=False
openai_not_called,True,critical,openai_called=False
broker_not_called,True,critical,broker_called=False
full59k_not_launched,True,critical,full59k_universe_launched=False
