check,passed,severity,detail
calibration_data_design_status_expected,True,critical,SCORING_CALIBRATION_DATA_DESIGN_COMPLETED_NO_LABELS_NO_SCORING_NO_PROMOTION
calibration_data_design_critical_failed_checks_zero,True,critical,critical_failed_checks=0
metadata_plan_critical_failed_checks_zero,True,critical,critical_failed_checks=0
pointer_current_dataset_expected,True,critical,outputs\full_universe_source_acquisition\expanded_universe_v2_21h_activated_operational_reference.csv
current_rows_expected,True,critical,current_rows=43089
current_sha_expected,True,critical,9d33b0e4d7e309889d67e5a6d67c2fdfd4475b0d7cf5bf51ab0b71acb4db4707
legacy_scoring_rows_expected,True,critical,legacy_scoring_rows=33498
legacy_scoring_sha_expected,True,critical,a93d48e4bdead6ca8e378a9949cf056c4970e9c1f6a2e8963d7ddbb170e358d1
redesigned_output_rows_expected,True,critical,redesigned_output_rows=33498
redesigned_score_range_valid,True,critical,min=38.5;max=98.5
component_weights_sum_expected,True,critical,weight_sum=1.0
data_quality_score_separated,True,critical,data_quality_score column created
attractiveness_score_not_invented,True,critical,attractiveness_score_available=False for all rows
acceptance_review_all_passed,True,critical,acceptance_passed=5
production_scoring_not_authorized,True,critical,production_scoring_authorized=False
scoring_promoted_false,True,critical,scoring_promoted=False
canonical_dataset_not_modified,True,critical,current_sha_after=9d33b0e4d7e309889d67e5a6d67c2fdfd4475b0d7cf5bf51ab0b71acb4db4707
legacy_score_output_not_modified,True,critical,legacy_scoring_sha_after=a93d48e4bdead6ca8e378a9949cf056c4970e9c1f6a2e8963d7ddbb170e358d1
openai_not_called,True,critical,openai_called=False
broker_not_called,True,critical,broker_called=False
full59k_not_launched,True,critical,full59k_universe_launched=False
