check,passed,severity,detail
v2_21d_s_status_expected,True,critical,SINGAPORE_REBUILD_VALIDATION_CANDIDATE_COMPLETED_43066_ROWS_READY_FOR_PROMOTION_DECISION_NO_POINTER_UPDATE_SCORING_DEFERRED
v2_21d_s_approved_for_promotion_decision,True,critical,approved_for_promotion_decision=True
v2_21d_s_pointer_update_not_preapproved,True,critical,approved_for_pointer_update=False
operational_base_rows_expected,True,critical,operational_rows=42708
operational_base_sha_expected,True,critical,892aaadd2fb87026fa63a935534afe851cbadfb420d48f28b90fd6aedd3f0127
rollback_rows_expected,True,critical,rollback_rows=38287
rollback_sha_expected,True,critical,cf88f95efc0f8c9dd58a1a00dc755db1aca7a713bc799eebc8ce6a0bda5f353f
candidate_rows_expected,True,critical,candidate_rows=43066
candidate_sha_expected,True,critical,8b6aa52eca0b7e5625aaeb8875d3806157fe30f7595cd698b5d0071ea2187c2f
candidate_header_matches_operational_header,True,critical,candidate_columns=33;operational_columns=33
promoted_dataset_rows_expected,True,critical,promoted_rows=43066
promoted_dataset_under_quality_ceiling,True,critical,promoted_rows=43066;ceiling=45000
promoted_dataset_above_quality_floor,True,critical,promoted_rows=43066;floor=42000
singapore_appended_rows_expected,True,critical,appended_rows=358
appended_rows_country_confirmed,True,critical,country_confirmed=358
appended_rows_country_code_confirmed_or_not_required,True,critical,country_code_confirmed=358;country_code_columns=0
appended_rows_exchange_confirmed,True,critical,exchange_confirmed=358
appended_rows_mic_confirmed,True,critical,mic_confirmed=358
appended_rows_currency_confirmed,True,critical,currency_confirmed=358
country_code_patch_audited,True,critical,country_code_patch_rows=0
operational_base_not_modified_after_promotion_decision,True,critical,operational_sha_after=892aaadd2fb87026fa63a935534afe851cbadfb420d48f28b90fd6aedd3f0127
rollback_not_modified_after_promotion_decision,True,critical,rollback_sha_after=cf88f95efc0f8c9dd58a1a00dc755db1aca7a713bc799eebc8ce6a0bda5f353f
v2_21d_candidate_not_modified,True,critical,candidate_sha_after=8b6aa52eca0b7e5625aaeb8875d3806157fe30f7595cd698b5d0071ea2187c2f
promoted_artifact_created,True,critical,outputs\full_universe_source_acquisition\expanded_universe_v2_21e_s_singapore_promoted.csv
pointer_manifest_created,True,critical,outputs\full_universe_source_acquisition\singapore_promotion_freeze_decision_pointer_manifest_v2_21e_s.json
existing_pointer_files_not_modified,True,critical,pointer discovery only; no existing pointer file modified
colombia_extraction_not_performed,True,critical,Colombia remains outside v2.21E_S
canonical_dataset_not_modified,True,critical,canonical_dataset_modified=False
active_canonical_not_replaced,True,critical,active_canonical_replaced=False
active_pointer_update_not_performed,True,critical,active_pointer_update_performed=False
scoring_not_authorized,True,critical,scoring_authorized=False
openai_not_called,True,critical,openai_called=False
broker_not_called,True,critical,broker_called=False
full59k_not_launched,True,critical,full59k_universe_launched=False
